name,description,type,sub_type,attribute,attack,defense,price,volatility,index,index_market,join_id,set_id,set_name,set_release,rarity,rank,name_official,price_missing
Number 4: Numeron Gate Catvari,"3 Level 1 monstersCannot be destroyed by battle. At the end of the Damage Step, if this card battled an opponent's monster: You can detach 1 material from this card; double the ATK of all ""Numeron"" monsters you currently control, until the end of this turn.",MONSTER,[Machine／Xyz／Effect],LIGHT,1000,100,0.23,,15383,217968,BLAR-EN025UR,BLAR-EN025,BATTLES OF LEGEND: ARMAGEDDON,2020-07-24,UR Ultra Rare,1,Number 4: Numeron Gate Catvari,False
Number 4: Stealth Kragen,"2 Level 4 WATER monstersAll face-up monsters on the field become WATER. Once per turn, during the Main Phase (Quick Effect): You can destroy 1 WATER monster your opponent controls, and if you do, inflict damage to your opponent equal to half the ATK it had on the field. If this Xyz Summoned card is destroyed: You can Special Summon ""Stealth Kragen Spawn(s)"" from your Extra Deck, up to the number of materials this card had, then you can attach up to 1 WATER monster from your GY to each of those Special Summoned monsters.",MONSTER,[Aqua／Xyz／Effect],WATER,1900,1500,0.365,,16424,622103,MZTM-EN095R,BROL-EN030,BROTHERS OF LEGEND,2021-12-03,R Rare,4,Number 4: Stealth Kragen,False
Number 50: Blackship of Corn,"2 Level 4 monstersOnce per turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls with ATK less than or equal to this card's; send it to the Graveyard, and if you do, inflict 1000 damage to your opponent. This card cannot attack the turn you activate this effect.",MONSTER,[Plant／Xyz／Effect],DARK,2100,1500,6.48,,10129,77331,CT10-EN018SR,CT10-EN018,COLLECTIBLE TIN 2013 WAVE 2,2012-12-04,SR Super Rare,4,Number 50: Blackship of Corn,False
Number 51: Finisher the Strong Arm,"3 Level 3 monstersCannot be destroyed by battle. At the end of the Damage Step, if this card battled: You can detach 1 material from this card; place 1 counter on this card (max. 3). At the end of the Battle Phase, if this card battled, and has 3 of these counters: You can destroy all cards your opponent controls.",MONSTER,[Rock／Xyz／Effect],EARTH,2600,0,0.355,,12547,221690,DLCS-EN120C,DLCS-EN120,DRAGONS OF LEGEND -UNLEASHED-,2016-08-19,C Common,3,Number 51: Finisher the Strong Arm,False
Number 52: Diamond Crab King,"2 Level 4 monstersOnce per turn: You can detach 1 Xyz Material from this card; change this card's DEF to 0, and if you do, change its ATK to 3000. These changes last until the end of this turn. If this card attacks, it is changed to Defense Position at the end of the Battle Phase. If this card is attacked, change it to Attack Position at the end of the Damage Step if it has no Xyz Materials. You can only control 1 ""Number 52: Diamond Crab King"".",MONSTER,[Rock／Xyz／Effect],EARTH,0,3000,6.865,,11122,111897,WIRA-EN050SE,WIRA-EN050,WING RAIDERS,2015-02-03,SE Secret Rare,4,Number 52: Diamond Crab King,False
Number 53: Heart-eartH,"3 Level 5 monstersOnce per turn, when this card is targeted for an attack: It gains ATK equal to that attacking monster's original ATK, until the End Phase. If this face-up card on the field would be destroyed, you can detach 1 Xyz Material from this card instead. When this card on the field is destroyed by a card effect while it has no Xyz Materials: You can Special Summon 1 ""Number 92: Heart-eartH Dragon"" from your Extra Deck and attach this card from the Graveyard to it as an Xyz Material. (This Special Summon is treated as an Xyz Summon.)",MONSTER,[Fiend／Xyz／Effect],DARK,100,100,5.21,,10405,67641,CBLZ-EN046UR,CBLZ-EN046,COSMO BLAZER,2013-01-25,UL Ultimate Rare,5,Number 53: Heart-eartH,False
Number 54: Lion Heart,"3 Level 1 monstersThis Attack Position card cannot be destroyed by battle. If you take battle damage from battles involving this card: Inflict damage to your opponent equal to the battle damage you took. Once per battle, during damage calculation, if this card battles an opponent's monster (Quick Effect): You can detach 1 material from this card; your opponent takes any battle damage you would have taken from that battle.",MONSTER,[Warrior／Xyz／Effect],EARTH,100,100,0.77,,10701,538509,BLC1-EN037UR,BLC1-EN037,BATTLES OF LEGEND - CHAPTER 1,2024-02-23,UR Ultra Rare,1,Number 54: Lion Heart,False
Number 55: Gogogo Goliath,"2 Level 4 monstersAll monsters you control gain 800 DEF. You can detach 1 Xyz Material from this card, then target 1 Level 4 EARTH Rock-Type monster in your Graveyard; add that target to your hand. You can only use this effect of ""Number 55: Gogogo Goliath"" once per turn.",MONSTER,[Rock／Xyz／Effect],EARTH,2400,1200,0.35,,11111,97849,WSUP-EN007SR,WSUP-EN007,WORLD SUPERSTARS,2015-04-17,SR Super Rare,4,Number 55: Gogogo Goliath,False
Number 56: Gold Rat,"3 Level 1 monstersOnce per turn: You can detach 1 Xyz Material from this card; draw 1 card, then shuffle 1 card from your hand into the Deck.",MONSTER,[Beast／Xyz／Effect],LIGHT,500,600,0.34,,9857,67770,ZTIN-EN013SR,ZTIN-EN013,ZEXAL COLLECTION TIN,2013-03-08,SR Super Rare,1,Number 56: Gold Rat,False
Number 57: Tri-Head Dust Dragon,"3 Level 4 monstersWhen this card is Special Summoned: You can target 1 monster your opponent controls; this card gains ATK equal to that monster's current ATK. If your opponent controls more cards than you do: You can detach 1 Xyz Material from this card, then choose 1 unused Main Monster Zone or Spell & Trap Zone; while this card is face-up on the field, that zone cannot be used.",MONSTER,[Dragon／Xyz／Effect],FIRE,100,2600,1.14,,10704,70013,NUMH-EN030SE,NUMH-EN030,NUMBER HUNTERS,2013-07-12,SE Secret Rare,4,Number 57: Tri-Head Dust Dragon,False
Number 58: Burner Visor,"2 Level 4 monstersOnce per turn, you can either: Target 1 face-up Xyz Monster you control; equip this card to that target, OR: Unequip this card and Special Summon it in Attack Position. The equipped monster can attack your opponent directly. When the equipped monster inflicts battle damage to your opponent: You can discard 1 card; inflict 500 damage to your opponent.",MONSTER,[Pyro／Xyz／Effect],FIRE,1000,1000,0.28,,11025,105274,MP15-EN122C,DUEA-EN094,2015 MEGA-TINS MEGA PACK,2014-08-15,C Common,4,Number 58: Burner Visor,False
Number 59: Crooked Cook,"2 Level 4 monstersWhile you control no other cards on the field, this card is unaffected by other cards' effects. Once per turn (Quick Effect): You can detach 1 material from this card; destroy as many other cards you control as possible, then this card gains 300 ATK until the end of this turn for each monster destroyed by this effect and sent to the GY.",MONSTER,[Warrior／Xyz／Effect],FIRE,2300,200,1.115,,12548,221691,DLCS-EN121C,DLCS-EN121,DRAGONS OF LEGEND -UNLEASHED-,2016-08-19,C Common,4,Number 59: Crooked Cook,False
Number 5: Doom Chimera Dragon,"2+ Level 5 monstersGains 1000 ATK for each material attached to it. This card with material can attack all monsters your opponent controls once each. At the end of the Battle Phase, if this card battled: You can activate one of the following effects.●Target 1 monster in your GY; attach it to this card as material.●Target 1 card in your opponent's GY; place it on top of their Deck.",MONSTER,[Dragon／Xyz／Effect],DARK,0,0,0.31,,13546,189447,DANE-EN092SR,DANE-EN092,DARK NEOSTORM,2019-05-03,SR Super Rare,5,Number 5: Doom Chimera Dragon,False
Number 60: Dugares the Timeless,"2 Level 4 monstersYou can detach 2 materials from this card, then activate 1 of the following effects;●Skip your next Draw Phase, also draw 2 cards, then discard 1 card.●Skip your next Main Phase 1, also Special Summon 1 monster from your GY in Defense Position.●Skip the Battle Phase of your next turn, also double the ATK of 1 monster you control until the end of this turn.You can only use this effect of ""Number 60: Dugares the Timeless"" once per turn.",MONSTER,[Fiend／Xyz／Effect],FIRE,1200,1200,1.37,,14564,551101,RA02-EN037SR,RA02-EN037,25TH ANNIVERSARY RARITY COLLECTION 2,2024-05-24,UR Ultra Rare,4,Number 60: Dugares the Timeless,False
Number 61: Volcasaurus,"2 Level 5 monstersOnce per turn: You can detach 1 material from this card, then target 1 face-up monster your opponent controls; destroy that opponent's monster, and if you do, inflict damage to your opponent equal to the destroyed monster's original ATK. This card cannot attack directly the turn you activate this effect.",MONSTER,[Dinosaur／Xyz／Effect],FIRE,2500,1000,2.3333,,9853,645261,JUSH-EN043R,JUSH-EN043,Justice Hunters,2013-03-08,GR Gold Rare,5,Number 61: Volcasaurus,False
Number 62: Galaxy-Eyes Prime Photon Dragon,"2 Level 8 monstersIf this card battles, during damage calculation (Quick Effect): You can detach 1 material from this card once per battle; this card gains ATK equal to the combined Ranks of all Xyz Monsters currently on the field x 200, during that damage calculation only. If this card in its owner's control is destroyed by an opponent's card effect while it has ""Galaxy-Eyes Photon Dragon"" as material: You can Special Summon this card during your 2nd Standby Phase after activation and double its ATK. Any battle damage this card inflicts to your opponent is halved unless it has ""Galaxy-Eyes Photon Dragon"" as material.",MONSTER,[Dragon／Xyz／Effect],LIGHT,4000,3000,8.684,,11069,230296,LDS2-EN053C,PRIO-EN040,PRIMAL ORIGIN,2014-05-16,UR Ultra Rare,8,Number 62: Galaxy-Eyes Prime Photon Dragon,False
Number 63: Shamoji Soldier,"2 Level 1 monstersYou can only use the effect of ""Number 63: Shamoji Soldier"" once per turn. You can detach 1 Xyz Material from this card, then activate 1 of these effects;●At the start of your opponent's next Standby Phase, each player draws 1 card.●Each player gains 1000 Life Points.",MONSTER,[Fairy／Xyz／Effect],LIGHT,0,2000,0.53,,10705,70014,NUMH-EN031SR,NUMH-EN031,NUMBER HUNTERS,2013-07-12,SR Super Rare,1,Number 63: Shamoji Soldier,False
Number 64: Ronin Raccoon Sandayu,"2 Level 2 Beast-Type monstersOnce per turn: You can detach 1 Xyz Material from this card; Special Summon 1 ""Kagemusha Raccoon Token"" (Beast-Type/EARTH/Level 1/ATK ?/DEF 0). (When Summoned, its ATK becomes equal to the current ATK of the monster on the field that has the highest ATK. Your choice, if tied.) While you control another Beast-Type monster, this card cannot be destroyed by battle or card effects.",MONSTER,[Beast／Xyz／Effect],EARTH,1000,1000,2.385,,10782,92711,MP14-EN161R,MP14-EN161,2014 MEGA-TINS MEGA PACK,2013-11-08,R Rare,2,Number 64: Ronin Raccoon Sandayu,False
Number 65: Djinn Buster,"2 Level 2 DARK monstersWhen your opponent activates a monster effect (Quick Effect): You can detach 2 materials from this card; negate the activation, and if you do, inflict 500 damage to your opponent.",MONSTER,[Fiend／Xyz／Effect],DARK,1300,0,0.36,,10778,500480,BLMR-EN079UR,BLMR-EN079,BATTLES OF LEGEND: MONSTROUS REVENGE,2013-11-08,R Rare,2,Number 65: Djinn Buster,False
Number 66: Master Key Beetle,"2 Level 4 DARK monstersOnce per turn: You can detach 1 Xyz Material from this card, then target 1 card you control, except this card; while this card is face-up on the field, that card(s) cannot be destroyed by card effects. If this face-up card on the field would be destroyed, you can send one of its targets to the Graveyard instead.",MONSTER,[Insect／Xyz／Effect],DARK,2500,800,0.395,,10657,111892,WIRA-EN045C,JOTL-EN054,2014 MEGA-TINS MEGA PACK,2013-08-09,SR Super Rare,4,Number 66: Master Key Beetle,False
Number 67: Pair-a-Dice Smasher,"2+ Level 5 monstersOnce per turn, during your Main Phase 1: You can detach 2 materials from this card; each player rolls a six-sided die twice. The player with the higher total cannot activate monster effects or declare an attack, until the end of the next turn. Once per turn, if either player rolls a six-sided die (or dice) while this card has material, you can treat one of the results as 7.",MONSTER,[Fairy／Xyz／Effect],LIGHT,2100,2100,1.6825,,13824,645281,JUSH-EN058R,JUSH-EN058,Justice Hunters,2025-08-01,CR COLLECTOR'S RARE,5,Number 67: Pair-a-Dice Smasher,False
Number 68: Sanaphond the Sky Prison,"2 Level 8 monstersGains 100 ATK and DEF for each monster in the GYs. Once per turn: You can detach 1 material from this card; until the end of your opponent's next turn, this card cannot be destroyed by card effects, also neither player can Special Summon monsters from the GYs.",MONSTER,[Rock／Xyz／Effect],DARK,2100,2700,0.22,,13164,215451,TOCH-EN051R,CT14-EN008,2017 MEGA-TINS,2017-08-25,R Rare,8,Number 68: Sanaphond the Sky Prison,False
Number 69: Heraldry Crest,"3 Level 4 monstersIf this card is Special Summoned: Negate the effects of all other Xyz Monsters currently on the field. You can target 1 other face-up Xyz Monster on the field; until the End Phase, this card's name becomes that monster's original name, also replace this effect with that monster's original effects. You can only use this effect of ""Number 69: Heraldry Crest"" once per turn.",MONSTER,[Psychic／Xyz／Effect],LIGHT,2600,1400,3.26,,10323,636049,BLMM-EN153UR,BLMM-EN153,BATTLES OF LEGEND: MONSTER MAYHEM (Americas only),2013-05-17,R Rare,4,Number 69: Heraldry Crest,False
Number 69: Heraldry Crest - Dark Matter Demolition,"5 Level 4 monstersCannot be destroyed by battle or card effects. Once per turn (Quick Effect): You can detach 1 material from this card, then target 1 face-up monster your opponent controls; that monster's name becomes ""Unknown"". Negate any ""Unknown"" effects activated by your opponent.",MONSTER,[Psychic／Xyz／Effect],LIGHT,3100,1900,3.955,,21183,629429,ALIN-EN046UR,ALIN-EN046,ALLIANCE INSIGHT,2025-05-02,QCSE Quarter Century Secret Rare,4,Number 69: Heraldry Crest - Dark Matter Demolition,False
Number 69: Heraldry Crest - Shatter Stream,"4 Level 4 monstersYou can also Xyz Summon this card by using a monster you control whose original name is ""Number 69: Heraldry Crest"". (Transfer its materials to this card.) When your opponent activates a monster effect on the field, or an opponent's monster declares an attack (Quick Effect): You can Special Summon from your Extra Deck, 1 ""Number 69: Heraldry Crest - Dark Matter Demolition"" by using this face-up card you control as material, then destroy that opponent's monster. (This is treated as an Xyz Summon. Transfer this card's materials.) You can only use this effect of ""Number 69: Heraldry Crest - Shatter Stream"" once per turn.",MONSTER,[Psychic／Xyz／Effect],LIGHT,2800,1600,0.1,,21182,629428,ALIN-EN045C,ALIN-EN045,ALLIANCE INSIGHT,2025-05-02,C Common,4,Number 69: Heraldry Crest - Shatter Stream,False
Number 6: Chronomaly Atlandis,"2 Level 6 monstersWhen this card is Xyz Summoned: You can target 1 ""Number"" monster in your Graveyard; equip that target to this card. This card gains ATK equal to half the ATK of that equipped monster. Once per turn: You can detach 1 Xyz Material from this card, then send the monster equipped by this effect to the Graveyard; halve your opponent's Life Points. You cannot conduct your Battle Phase the turn you activate this effect.",MONSTER,[Machine／Xyz／Effect],LIGHT,2600,3000,3.81,,10212,69082,YS13-ENV11C,REDU-EN092,RETURN OF THE DUELIST,2012-08-28,C Common,6,Number 6: Chronomaly Atlandis,False
