name,description,type,sub_type,attribute,attack,defense,price,volatility,rank,set_id,Unnamed: 0,rarity,set_name,set_release,name_official,index,index_market,join_id,set_release_parsed,Decks
Number 39: Utopia,"2 Level 4 monstersWhen a monster declares an attack: You can detach 1 material from this card; negate the attack. If this card is targeted for an attack, while it has no material: Destroy this card.",MONSTER,[Warrior／Xyz／Effect],LIGHT,2500.0,2000.0,,,,"['BLC1-EN039', 'BLC1-EN039', 'TN23-EN013', 'BROL-EN059', 'OP17-EN001', 'KICO-EN042', 'KICO-EN042', 'BLAR-EN000', 'DUPO-EN104', 'YS13-EN041', 'SP13-EN021', 'SP13-EN021', 'GLD5-EN036', 'DL14-EN010', 'DL14-EN010', 'DL14-EN010', 'DL14-EN010', 'BP01-EN024', 'BP01-EN024', 'YS12-EN039', 'YS11-EN041']",25714,UR Ultra Rare,BATTLES OF LEGEND - CHAPTER 1,2024-02-23,Number 39: Utopia,9575,538511,BLC1-EN039UR,2024-02-23,"['BLC1-EN039 (BATTLES OF LEGEND - CHAPTER 1)', 'BLC1-EN039 (25TH ANNIVERSARY TIN: DUELING HEROES)', 'TN23-EN013 (BROTHERS OF LEGEND)', 'BROL-EN059 (OTS TOURNAMENT PACK 17)', ""OP17-EN001 (KING'S COURT)"", 'KICO-EN042 (BATTLES OF LEGEND: ARMAGEDDON)', 'KICO-EN042 (DUEL POWER VARIANT CARDS)', 'BLAR-EN000 (SUPER STARTER V FOR VICTORY)', 'DUPO-EN104 (STAR PACK 2013)', 'YS13-EN041 (GOLD SERIES HAUNTED MINE)', 'SP13-EN021 (DUELIST LEAGUE 14)', 'SP13-EN021 (BATTLE PACK EPIC DAWN)', 'GLD5-EN036 (STARTER DECK XYZ SYMPHONY)', 'DL14-EN010 (STARTER DECK DAWN OF THE XYZ)']"
Number 39: Utopia Beyond,"2 Level 6 monstersIf this card is Xyz Summoned: The ATK of all monsters your opponent currently controls become 0. Once per turn (Quick Effect): You can detach 1 material from this card, then target 1 face-up Xyz Monster you control and 1 ""Utopia"" monster in your GY; banish the first target, and if you do, Special Summon the second target, then gain 1250 LP.",MONSTER,[Warrior／Xyz／Effect],LIGHT,3000.0,2500.0,,,,"['MP15-EN188', 'NECH-ENS13', 'NECH-EN095']",25735,SR Super Rare,2015 MEGA-TINS MEGA PACK,2015-09-18,Number 39: Utopia Beyond,11132,105356,MP15-EN188SR,2015-09-18,"['MP15-EN188 (2015 MEGA-TINS MEGA PACK)', 'NECH-ENS13 (THE NEW CHALLENGERS SUPER EDITION)', 'NECH-EN095 (THE NEW CHALLENGERS)']"
Number 39: Utopia Double,"2 Level 4 monsters(Quick Effect): You can detach 1 material from this card; add 1 ""Double or Nothing!"" from your Deck to your hand, then Special Summon from your Extra Deck, 1 ""Utopia"" Xyz Monster, except ""Number 39: Utopia Double"", by using this face-up card you control as material, and if you do, its ATK becomes doubled, but it cannot attack directly. (This is treated as an Xyz Summon. Transfer its materials to the Summoned monster.) You can only use this effect of ""Number 39: Utopia Double"" once per turn.",MONSTER,[Warrior／Xyz／Effect],LIGHT,0.0,2500.0,,,,"['MP24-EN031', 'DUPO-EN008']",25738,QCSE Quarter Century Secret Rare,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,Number 39: Utopia Double,14220,579507,MP24-EN031QCSE,2024-09-20,"['MP24-EN031 (25TH ANNIVERSARY TIN: DUELING MIRRORS)', 'DUPO-EN008 (DUEL POWER)']"
Number 39: Utopia Rising,"2 Level 4 monstersIf this card is Special Summoned: You can target 1 ""Number"" Xyz Monster in your GY, except ""Number 39: Utopia Rising""; Special Summon it in Defense Position, then you can detach all materials from this card and attach them to that monster. If you Xyz Summon (except during the Damage Step): You can Special Summon this card from your GY, but banish it when it leaves the field. You can only use each effect of ""Number 39: Utopia Rising"" once per turn.",MONSTER,[Warrior／Xyz／Effect],LIGHT,0.0,2000.0,,,,"['MAZE-EN021', 'MAZE-EN021']",25740,SR Super Rare,MAZE OF MEMORIES,2023-03-10,Number 39: Utopia Rising,17255,485544,MAZE-EN021SR,2023-03-10,['MAZE-EN021 (MAZE OF MEMORIES)']
Number 39: Utopia Roots,"2 Level 1 monstersWhen any player's monster declares an attack: You can detach 1 Xyz Material from this card; negate the attack, and if you negated an Xyz Monster's attack, this card gains ATK equal to that monster's Rank x 500.",MONSTER,[Warrior／Xyz／Effect],LIGHT,500.0,100.0,,,,"['LVAL-EN048', 'LVAL-EN048']",25742,R Rare,LEGACY OF THE VALIANT,2014-01-24,Number 39: Utopia Roots,10934,79016,LVAL-EN048R,2014-01-24,['LVAL-EN048 (LEGACY OF THE VALIANT)']
Number 3: Cicada King,"2 Level 3 monstersIf the battle position of this card is changed: You can Special Summon 1 Insect monster from your hand or GY in Defense Position. When a monster on the field activates its effect: You can detach 1 material from this card, then target that monster; negate its effects, then make 1 Insect monster on the field either gain 500 DEF, or change its battle position. You can only use each effect of ""Number 3: Cicada King"" once per turn.",MONSTER,[Insect／Xyz／Effect],WIND,1200.0,2500.0,,,,['BLAR-EN028'],25744,UR Ultra Rare,BATTLES OF LEGEND: ARMAGEDDON,2020-07-24,Number 3: Cicada King,15386,217971,BLAR-EN028UR,2020-07-24,['BLAR-EN028 (BATTLES OF LEGEND: ARMAGEDDON)']
Number 3: Numeron Gate Trini,"3 Level 1 monstersCannot be destroyed by battle. At the end of the Damage Step, if this card battled an opponent's monster: You can detach 1 material from this card; double the ATK of all ""Numeron"" monsters you currently control, until the end of this turn.",MONSTER,[Machine／Xyz／Effect],LIGHT,1000.0,100.0,,,,['BLAR-EN024'],25745,UR Ultra Rare,BATTLES OF LEGEND: ARMAGEDDON,2020-07-24,Number 3: Numeron Gate Trini,15382,217967,BLAR-EN024UR,2020-07-24,['BLAR-EN024 (BATTLES OF LEGEND: ARMAGEDDON)']
Number 40: Gimmick Puppet of Strings,"2 Level 8 monstersOnce per turn: You can detach 1 material from this card; place 1 String Counter on each face-up monster on the field, except this card. Once per turn, during the next End Phase of the opponent of the player who placed a String Counter(s) by this effect: Destroy the monsters with String Counters, and if you do, inflict 500 damage to your opponent for each monster destroyed.",MONSTER,[Machine／Xyz／Effect],DARK,3000.0,2000.0,,,,"['LED5-EN043', 'CT10-EN011', 'JUMP-EN063']",25746,C Common,LEGENDARY DUELISTS: IMMORTAL DESTINY,2019-09-27,Number 40: Gimmick Puppet of Strings,10216,199656,LED5-EN043C,2019-09-27,"['LED5-EN043 (LEGENDARY DUELISTS: IMMORTAL DESTINY)', 'CT10-EN011 (COLLECTIBLE TIN 2013 WAVE 1)', 'JUMP-EN063 (SHONEN JUMP ALPHA membership Promotional Card - December 2012 -)']"
Number 41: Bagooska the Terribly Tired Tapir,"2 Level 4 monstersOnce per turn, during your Standby Phase, detach 1 material from this card. If you cannot, destroy it. This Attack Position card cannot be destroyed by your opponent's card effects. Your opponent cannot target this Attack Position card with card effects. While this card is in face-up Defense Position, change all face-up monsters on the field to Defense Position, also negate the activated effects of monsters that were in Defense Position when that effect was activated.",MONSTER,[Fiend／Xyz／Effect],EARTH,2100.0,2000.0,,,,"['VASM-EN044', 'AC18-EN021', 'BLRR-EN085', 'CIBR-EN097']",25749,R Rare,VALIANT SMASHERS,2023-11-17,Number 41: Bagooska the Terribly Tired Tapir,13163,527072,VASM-EN044R,2023-11-17,"['VASM-EN044 (VALIANT SMASHERS)', 'AC18-EN021 (YU-GI-OH! ADVENT CALENDAR 2018)', 'BLRR-EN085 (BATTLES OF LEGEND: RELENTLESS REVENGE)', 'CIBR-EN097 (CIRCUIT BREAK)']"
Number 42: Galaxy Tomahawk,"2 Level 7 monstersOnce per turn: You can detach 2 Xyz Materials from this card; Special Summon as many ""Battle Eagle Tokens"" (Machine-Type/WIND/Level 6/ATK 2000/DEF 0) as possible, destroy them during the End Phase of this turn, also your opponent takes no further battle damage this turn.",MONSTER,[Machine／Xyz／Effect],WIND,0.0,3000.0,,,,"['MP15-EN055', 'PRIO-EN092']",25753,C Common,2015 MEGA-TINS MEGA PACK,2015-09-18,Number 42: Galaxy Tomahawk,10480,105193,MP15-EN055C,2015-09-18,"['MP15-EN055 (2015 MEGA-TINS MEGA PACK)', 'PRIO-EN092 (PRIMAL ORIGIN)']"
Number 43: Manipulator of Souls,"3 Level 2 DARK monstersOnce per turn: You can detach 1 Xyz Material from this card, then target 1 ""Number"" monster in your Graveyard; equip that target to this card. While equipped with a ""Number"" card, this card cannot be destroyed by battle or card effects. Once per turn, when you gain LP (except during the Damage Step): You can make this card gain an equal amount of ATK, also inflict that much damage to your opponent if this card is still face-up on the field.",MONSTER,[Fiend／Xyz／Effect],DARK,0.0,0.0,,,,"['MP15-EN025', 'PRIO-EN047']",25755,C Common,2015 MEGA-TINS MEGA PACK,2015-09-18,Number 43: Manipulator of Souls,11076,105163,MP15-EN025C,2015-09-18,"['MP15-EN025 (2015 MEGA-TINS MEGA PACK)', 'PRIO-EN047 (PRIMAL ORIGIN)']"
Number 44: Sky Pegasus,"2 Level 4 monstersOnce per turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls; destroy it, unless your opponent pays 1000 LP to negate this effect.",MONSTER,[Beast／Xyz／Effect],LIGHT,1800.0,1600.0,,,,"['BP03-EN130', 'NUMH-EN028']",25757,SH Shatterfoil,BATTLE PACK 3 MONSTER LEAGUE,2014-08-01,Number 44: Sky Pegasus,10702,92016,BP03-EN130SH,2014-08-01,"['BP03-EN130 (BATTLE PACK 3 MONSTER LEAGUE)', 'NUMH-EN028 (NUMBER HUNTERS)']"
Number 45: Crumble Logos the Prophet of Demolition,"2+ Level 2 monstersOnce per turn: You can detach 1 material from this card, then target 1 other face-up card on the field; while this monster is face-up on the field, that target's effects are negated. While that target is on the field, cards with the same name as that target, and their effects, cannot be activated.",MONSTER,[Zombie／Xyz／Effect],EARTH,2200.0,0.0,,,,"['DLCS-EN119', 'DLCS-EN119', 'DLCS-EN119', 'DLCS-EN119', 'DRL3-EN023']",25759,UR Ultra Rare,DRAGONS OF LEGEND: THE COMPLETE SERIES,2020-09-11,Number 45: Crumble Logos the Prophet of Demolition,12546,221688,DLCS-EN119UR,2020-09-11,"['DLCS-EN119 (DRAGONS OF LEGEND: THE COMPLETE SERIES)', 'DLCS-EN119 (DRAGONS OF LEGEND -UNLEASHED-)']"
Number 46: Dragluon,"2 Level 8 Dragon-Type monstersOnce per turn, if you control no other monsters: You can detach 1 Xyz Material from this card, then activate 1 of these effects.●Special Summon 1 Dragon-Type monster from your hand.●Target 1 Dragon-Type monster your opponent controls; take control of that target.●Dragon-Type monsters your opponent controls cannot activate their effects until the end of your opponent's tur",MONSTER,[Dragon／Xyz／Effect],LIGHT,3000.0,3000.0,,,,"['SHSP-EN050', 'SHSP-EN050']",25764,SR Super Rare,SHADOW SPECTERS,2013-11-08,Number 46: Dragluon,10781,72435,SHSP-EN050SR,2013-11-08,['SHSP-EN050 (SHADOW SPECTERS)']
Number 47: Nightmare Shark,"2 Level 3 monstersWhen this card is Special Summoned: You can attach 1 Level 3 WATER monster from your hand or your side of the field to this card as an Xyz Material. Once per turn: You can detach 1 Xyz Material from this card, then target 1 WATER monster you control; this turn, that monster can attack your opponent directly, also other monsters cannot attack.",MONSTER,[Sea Serpent／Xyz／Effect],WATER,2000.0,2000.0,,,,"['CT11-EN004', 'YZ04-EN001']",25766,SR Super Rare,2014 MEGA-TINS,2014-08-29,Number 47: Nightmare Shark,10562,92545,CT11-EN004SR,2014-08-29,"['CT11-EN004 (2014 MEGA-TINS)', 'YZ04-EN001 (Yu-Gi-Oh! Zexal volume 4 Promotional Card)']"
Number 48: Shadow Lich,"2 Level 3 monstersOnce per turn, during your opponent's turn: You can detach 1 Xyz Material from this card; Special Summon 1 ""Phantom Token"" (Fiend-Type/DARK/Level 1/ATK 500/DEF 500). (This is a Quick Effect.) While you control a ""Phantom Token"", your opponent cannot target this card for attacks. This card gains 500 ATK for each ""Phantom Token"" you control.",MONSTER,[Zombie／Xyz／Effect],DARK,1800.0,0.0,,,,"['MP15-EN056', 'PRIO-EN097']",25768,C Common,2015 MEGA-TINS MEGA PACK,2015-09-18,Number 48: Shadow Lich,10847,105194,MP15-EN056C,2015-09-18,"['MP15-EN056 (2015 MEGA-TINS MEGA PACK)', 'PRIO-EN097 (PRIMAL ORIGIN)']"
Number 49: Fortune Tune,"2 Level 3 monstersNeither player can target this card on the field with card effects. If this card would be destroyed by battle or card effect, you can detach 1 material from this card instead. Once per turn, during your Standby Phase: Gain 500 LP. If this card is sent from the field to the GY: Target 2 Level 3 monsters in your GY; shuffle them both into the Deck, and if you do, return this card from your GY to the Extra Deck. You can only use this effect of ""Number 49: Fortune Tune"" once per turn.",MONSTER,[Winged Beast／Xyz／Effect],LIGHT,400.0,900.0,,,,"['KICO-EN048', 'NUMH-EN029']",25770,SR Super Rare,KING'S COURT,2021-07-09,Number 49: Fortune Tune,10703,242875,KICO-EN048SR,2021-07-09,"[""KICO-EN048 (KING'S COURT)"", 'NUMH-EN029 (NUMBER HUNTERS)']"
Number 4: Numeron Gate Catvari,"3 Level 1 monstersCannot be destroyed by battle. At the end of the Damage Step, if this card battled an opponent's monster: You can detach 1 material from this card; double the ATK of all ""Numeron"" monsters you currently control, until the end of this turn.",MONSTER,[Machine／Xyz／Effect],LIGHT,1000.0,100.0,,,,['BLAR-EN025'],25772,UR Ultra Rare,BATTLES OF LEGEND: ARMAGEDDON,2020-07-24,Number 4: Numeron Gate Catvari,15383,217968,BLAR-EN025UR,2020-07-24,['BLAR-EN025 (BATTLES OF LEGEND: ARMAGEDDON)']
Number 4: Stealth Kragen,"2 Level 4 WATER monstersAll face-up monsters on the field become WATER. Once per turn, during the Main Phase (Quick Effect): You can destroy 1 WATER monster your opponent controls, and if you do, inflict damage to your opponent equal to half the ATK it had on the field. If this Xyz Summoned card is destroyed: You can Special Summon ""Stealth Kragen Spawn(s)"" from your Extra Deck, up to the number of materials this card had, then you can attach up to 1 WATER monster from your GY to each of those Special Summoned monsters.",MONSTER,[Aqua／Xyz／Effect],WATER,1900.0,1500.0,,,,"['MZTM-EN095', 'BROL-EN030']",25773,R Rare,MAZE OF THE MASTER,2025-03-14,Number 4: Stealth Kragen,16424,622103,MZTM-EN095R,2025-03-14,"['MZTM-EN095 (MAZE OF THE MASTER)', 'BROL-EN030 (BROTHERS OF LEGEND)']"
Number 50: Blackship of Corn,"2 Level 4 monstersOnce per turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls with ATK less than or equal to this card's; send it to the Graveyard, and if you do, inflict 1000 damage to your opponent. This card cannot attack the turn you activate this effect.",MONSTER,[Plant／Xyz／Effect],DARK,2100.0,1500.0,,,,"['CT10-EN018', 'YZ02-EN001']",25775,SR Super Rare,COLLECTIBLE TIN 2013 WAVE 2,2013-11-22,Number 50: Blackship of Corn,10129,77331,CT10-EN018SR,2013-11-22,"['CT10-EN018 (COLLECTIBLE TIN 2013 WAVE 2)', 'YZ02-EN001 (Yu-Gi-Oh! Zexal volume 2 Promotional Card)']"
Number 51: Finisher the Strong Arm,"3 Level 3 monstersCannot be destroyed by battle. At the end of the Damage Step, if this card battled: You can detach 1 material from this card; place 1 counter on this card (max. 3). At the end of the Battle Phase, if this card battled, and has 3 of these counters: You can destroy all cards your opponent controls.",MONSTER,[Rock／Xyz／Effect],EARTH,2600.0,0.0,,,,"['DLCS-EN120', 'DRL3-EN024']",25777,C Common,DRAGONS OF LEGEND: THE COMPLETE SERIES,2020-09-11,Number 51: Finisher the Strong Arm,12547,221690,DLCS-EN120C,2020-09-11,"['DLCS-EN120 (DRAGONS OF LEGEND: THE COMPLETE SERIES)', 'DRL3-EN024 (DRAGONS OF LEGEND -UNLEASHED-)']"
Number 52: Diamond Crab King,"2 Level 4 monstersOnce per turn: You can detach 1 Xyz Material from this card; change this card's DEF to 0, and if you do, change its ATK to 3000. These changes last until the end of this turn. If this card attacks, it is changed to Defense Position at the end of the Battle Phase. If this card is attacked, change it to Attack Position at the end of the Damage Step if it has no Xyz Materials. You can only control 1 ""Number 52: Diamond Crab King"".",MONSTER,[Rock／Xyz／Effect],EARTH,0.0,3000.0,,,,"['WIRA-EN050', 'YZ06-EN001']",25779,SE Secret Rare,WING RAIDERS,2016-02-12,Number 52: Diamond Crab King,11122,111897,WIRA-EN050SE,2016-02-12,"['WIRA-EN050 (WING RAIDERS)', 'YZ06-EN001 (Yu-Gi-Oh! Zexal volume 6 Promotional Card)']"
Number 53: Heart-eartH,"3 Level 5 monstersOnce per turn, when this card is targeted for an attack: It gains ATK equal to that attacking monster's original ATK, until the End Phase. If this face-up card on the field would be destroyed, you can detach 1 Xyz Material from this card instead. When this card on the field is destroyed by a card effect while it has no Xyz Materials: You can Special Summon 1 ""Number 92: Heart-eartH Dragon"" from your Extra Deck and attach this card from the Graveyard to it as an Xyz Material. (This Special Summon is treated as an Xyz Summon.)",MONSTER,[Fiend／Xyz／Effect],DARK,100.0,100.0,,,,"['CBLZ-EN046', 'CBLZ-EN046']",25781,UR Ultra Rare,COSMO BLAZER,2013-01-25,Number 53: Heart-eartH,10405,67641,CBLZ-EN046UR,2013-01-25,['CBLZ-EN046 (COSMO BLAZER)']
Number 54: Lion Heart,"3 Level 1 monstersThis Attack Position card cannot be destroyed by battle. If you take battle damage from battles involving this card: Inflict damage to your opponent equal to the battle damage you took. Once per battle, during damage calculation, if this card battles an opponent's monster (Quick Effect): You can detach 1 material from this card; your opponent takes any battle damage you would have taken from that battle.",MONSTER,[Warrior／Xyz／Effect],EARTH,100.0,100.0,,,,"['BLC1-EN037', 'BLC1-EN037', 'NUMH-EN026']",25783,UR Ultra Rare,BATTLES OF LEGEND - CHAPTER 1,2024-02-23,Number 54: Lion Heart,10701,538509,BLC1-EN037UR,2024-02-23,"['BLC1-EN037 (BATTLES OF LEGEND - CHAPTER 1)', 'BLC1-EN037 (NUMBER HUNTERS)']"
Number 55: Gogogo Goliath,"2 Level 4 monstersAll monsters you control gain 800 DEF. You can detach 1 Xyz Material from this card, then target 1 Level 4 EARTH Rock-Type monster in your Graveyard; add that target to your hand. You can only use this effect of ""Number 55: Gogogo Goliath"" once per turn.",MONSTER,[Rock／Xyz／Effect],EARTH,2400.0,1200.0,,,,['WSUP-EN007'],25786,SR Super Rare,WORLD SUPERSTARS,2015-04-17,Number 55: Gogogo Goliath,11111,97849,WSUP-EN007SR,2015-04-17,['WSUP-EN007 (WORLD SUPERSTARS)']
Number 56: Gold Rat,"3 Level 1 monstersOnce per turn: You can detach 1 Xyz Material from this card; draw 1 card, then shuffle 1 card from your hand into the Deck.",MONSTER,[Beast／Xyz／Effect],LIGHT,500.0,600.0,,,,['ZTIN-EN013'],25787,SR Super Rare,ZEXAL COLLECTION TIN,2013-03-08,Number 56: Gold Rat,9857,67770,ZTIN-EN013SR,2013-03-08,['ZTIN-EN013 (ZEXAL COLLECTION TIN)']
Number 57: Tri-Head Dust Dragon,"3 Level 4 monstersWhen this card is Special Summoned: You can target 1 monster your opponent controls; this card gains ATK equal to that monster's current ATK. If your opponent controls more cards than you do: You can detach 1 Xyz Material from this card, then choose 1 unused Main Monster Zone or Spell & Trap Zone; while this card is face-up on the field, that zone cannot be used.",MONSTER,[Dragon／Xyz／Effect],FIRE,100.0,2600.0,,,,['NUMH-EN030'],25788,SE Secret Rare,NUMBER HUNTERS,2013-07-12,Number 57: Tri-Head Dust Dragon,10704,70013,NUMH-EN030SE,2013-07-12,['NUMH-EN030 (NUMBER HUNTERS)']
Number 58: Burner Visor,"2 Level 4 monstersOnce per turn, you can either: Target 1 face-up Xyz Monster you control; equip this card to that target, OR: Unequip this card and Special Summon it in Attack Position. The equipped monster can attack your opponent directly. When the equipped monster inflicts battle damage to your opponent: You can discard 1 card; inflict 500 damage to your opponent.",MONSTER,[Pyro／Xyz／Effect],FIRE,1000.0,1000.0,,,,"['MP15-EN122', 'DUEA-EN094']",25789,C Common,2015 MEGA-TINS MEGA PACK,2015-09-18,Number 58: Burner Visor,11025,105274,MP15-EN122C,2015-09-18,"['MP15-EN122 (2015 MEGA-TINS MEGA PACK)', 'DUEA-EN094 (DUELIST ALLIANCE)']"
