Unnamed: 0,name,description,set_id,rarity,price,volatility,type,sub_type,attribute,rank,attack,defense,set_name,set_release,name_official,index,index_market,join_id,set_release_parsed
15560,Gigobyte,"He has a tranquil soul, but carries a destiny that one day his heart shall be tainted by evil....",AST-056,C Common,,,MONSTER,[Reptile／Normal],WATER,,350.0,300.0,ANCIENT SANCTUARY,2004-06-01,Gigobyte,6019,23245,AST-056C,2004-06-01
15561,Gil Garth,This steel-armored terror machine ruthlessly strikes down enemies with its giant katana.,STAS-EN007,C Common,,,MONSTER,[Fiend／Normal],DARK,,1800.0,1200.0,2-PLAYER STARTER SET,2024-01-26,Gil Garth,5491,533017,STAS-EN007C,2024-01-26
15562,Gil Garth,This steel-armored terror machine ruthlessly strikes down enemies with its giant katana.,SS05-ENB05,C Common,,,MONSTER,[Fiend／Normal],DARK,,1800.0,1200.0,SPEED DUEL STARTER DECKS: TWISTED NIGHTMARES,2020-05-15,Gil Garth,5491,214007,SS05-ENB05C,2020-05-15
15563,Gil Garth,This steel-armored terror machine ruthlessly strikes down enemies with its giant katana.,DEM2-EN012,C Common,,,MONSTER,[Fiend／Normal],DARK,,1800.0,1200.0,DEMO DECK 2015,2015-03-30,Gil Garth,5491,145546,DEM2-EN012C,2015-03-30
15564,Gil Garth,This steel-armored terror machine ruthlessly strikes down enemies with its giant katana.,LCYW-EN143,UR Ultra Rare,,,MONSTER,[Fiend／Normal],DARK,,1800.0,1200.0,LEGENDARY COLLECTION 3 YUGI'S WORLD MEGA PACK,2012-10-02,Gil Garth,5491,66943,LCYW-EN143UR,2012-10-02
15565,Gil Garth,This steel-armored terror machine ruthlessly strikes down enemies with its giant katana.,SDMA-EN001,C Common,,,MONSTER,[Fiend／Normal],DARK,,1800.0,1200.0,STRUCTURE DECK - MARIK -,2010-10-19,Gil Garth,5491,38453,SDMA-EN001C,2010-10-19
15566,Gil Garth,This steel-armored terror machine ruthlessly strikes down enemies with its giant katana.,GLAS-EN091,SE Secret Rare,,,MONSTER,[Fiend／Normal],DARK,,1800.0,1200.0,GLADIATOR'S ASSAULT,2007-11-14,Gil Garth,5491,26338,GLAS-EN091SE,2007-11-14
15567,Gilasaurus,You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your opponent can Special Summon 1 monster from their GY.,SGX4-ENC11,C Common,,,MONSTER,[Dinosaur／Effect],EARTH,,1400.0,400.0,SPEED DUEL GX: MIDTERM DESTRUCTION,2024-03-29,Gilasaurus,5256,543789,SGX4-ENC11C,2024-03-29
15568,Gilasaurus,You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your opponent can Special Summon 1 monster from their GY.,SS03-ENA10,C Common,,,MONSTER,[Dinosaur／Effect],EARTH,,1400.0,400.0,SPEED DUEL STARTER DECKS: ULTIMATE PREDATORS,2019-08-02,Gilasaurus,5256,196248,SS03-ENA10C,2019-08-02
15569,Gilasaurus,You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your opponent can Special Summon 1 monster from their GY.,SR04-EN012,C Common,,,MONSTER,[Dinosaur／Effect],EARTH,,1400.0,400.0,DINOSMASHER’S FURY STRUCTURE DECK,2017-04-14,Gilasaurus,5256,130122,SR04-EN012C,2017-04-14
15570,Gilasaurus,You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your opponent can Special Summon 1 monster from their GY.,LCJW-EN148,C Common,,,MONSTER,[Dinosaur／Effect],EARTH,,1400.0,400.0,LEGENDARY COLLECTION 4 JOEY'S WORLD MEGA PACK,2013-10-11,Gilasaurus,5256,71692,LCJW-EN148C,2013-10-11
15571,Gilasaurus,You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your opponent can Special Summon 1 monster from their GY.,BP02-EN013,C Common,,,MONSTER,[Dinosaur／Effect],EARTH,,1400.0,400.0,BATTLE PACK 2 WAR OF THE GIANTS,2013-06-28,Gilasaurus,5256,69276,BP02-EN013C,2013-06-28
15572,Gilasaurus,You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your opponent can Special Summon 1 monster from their GY.,BP02-EN013,MR Mosaic Rare,,,MONSTER,[Dinosaur／Effect],EARTH,,1400.0,400.0,BATTLE PACK 2 WAR OF THE GIANTS,2013-06-28,Gilasaurus,5256,69491,BP02-EN013MR,2013-06-28
15573,Gilasaurus,You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your opponent can Special Summon 1 monster from their GY.,BP01-EN177,C Common,,,MONSTER,[Dinosaur／Effect],EARTH,,1400.0,400.0,BATTLE PACK EPIC DAWN,2012-05-28,Gilasaurus,5256,59301,BP01-EN177C,2012-05-28
15574,Gilasaurus,You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your opponent can Special Summon 1 monster from their GY.,BP01-EN177,ST Starfoil,,,MONSTER,[Dinosaur／Effect],EARTH,,1400.0,400.0,BATTLE PACK EPIC DAWN,2012-05-28,Gilasaurus,5256,69828,BP01-EN177ST,2012-05-28
15575,Gilasaurus,You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your opponent can Special Summon 1 monster from their GY.,RP02-EN043,C Common,,,MONSTER,[Dinosaur／Effect],EARTH,,1400.0,400.0,RETRO PACK 2,2009-07-28,Gilasaurus,5256,78214,RP02-EN043C,2009-07-28
15576,Gilasaurus,You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your opponent can Special Summon 1 monster from their GY.,RP02-EN043,C Common,,,MONSTER,[Dinosaur／Effect],EARTH,,1400.0,400.0,RETRO PACK 2,2009-07-28,Gilasaurus,5256,649853,RP02-EN043C,2009-07-28
15577,Gilasaurus,You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your opponent can Special Summon 1 monster from their GY.,SD09-EN005,C Common,,,MONSTER,[Dinosaur／Effect],EARTH,,1400.0,400.0,STRUCTURE DECK DINOSAUR'S RAGE,2006-10-20,Gilasaurus,5256,26177,SD09-EN005C,2006-10-20
15578,Gilasaurus,You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your opponent can Special Summon 1 monster from their GY.,DB2-EN008,C Common,,,MONSTER,[Dinosaur／Effect],EARTH,,1400.0,400.0,DARK BEGINNING 2,2005-07-27,Gilasaurus,5256,39393,DB2-EN008C,2005-07-27
15579,Gilasaurus,You can Special Summon this card (from your hand). If Summoned this way: Activate this effect; your opponent can Special Summon 1 monster from their GY.,LON-071,R Rare,,,MONSTER,[Dinosaur／Effect],EARTH,,1400.0,400.0,LABYRINTH OF NIGHTMARE,2003-03-01,Gilasaurus,5256,22022,LON-071R,2003-03-01
15580,Gilford the Legend,Cannot be Special Summoned. When this card is Normal Summoned: You can equip as many Equip Spell Cards from your Graveyard as possible to a Warrior-Type monster(s) you control.,LCJW-EN044,C Common,,,MONSTER,[Warrior／Effect],EARTH,,2600.0,2000.0,LEGENDARY COLLECTION 4 JOEY'S WORLD MEGA PACK,2013-10-11,Gilford the Legend,6456,71588,LCJW-EN044C,2013-10-11
15581,Gilford the Legend,Cannot be Special Summoned. When this card is Normal Summoned: You can equip as many Equip Spell Cards from your Graveyard as possible to a Warrior-Type monster(s) you control.,WCPP-EN013,R Rare,,,MONSTER,[Warrior／Effect],EARTH,,2600.0,2000.0,WORLD CHAMPIONSHIP 2010 CARD PACK,2010-08-14,Gilford the Legend,6456,164473,WCPP-EN013R,2010-08-14
15582,Gilford the Legend,Cannot be Special Summoned. When this card is Normal Summoned: You can equip as many Equip Spell Cards from your Graveyard as possible to a Warrior-Type monster(s) you control.,SD5-EN001,UR Ultra Rare,,,MONSTER,[Warrior／Effect],EARTH,,2600.0,2000.0,STRUCTURE DECK WARRIOR'S TRIUMPH,2005-10-28,Gilford the Legend,6456,24520,SD5-EN001UR,2005-10-28
15583,Gilford the Lightning,You can Tribute 3 monsters to Tribute Summon (but not Set) this card. If Summoned this way: Destroy all monsters your opponent controls.,SBC2-ENC01,C Common,,,MONSTER,[Warrior／Effect],LIGHT,,2800.0,1400.0,SPEED DUEL: BATTLE CITY FINALS,2024-12-13,Gilford the Lightning,5451,600175,SBC2-ENC01C,2024-12-13
15584,Gilford the Lightning,You can Tribute 3 monsters to Tribute Summon (but not Set) this card. If Summoned this way: Destroy all monsters your opponent controls.,SBC2-ENC01,PSE Prismatic Secret Rare,,,MONSTER,[Warrior／Effect],LIGHT,,2800.0,1400.0,SPEED DUEL: BATTLE CITY FINALS,2024-12-13,Gilford the Lightning,5451,600174,SBC2-ENC01PSE,2024-12-13
15585,Gilford the Lightning,You can Tribute 3 monsters to Tribute Summon (but not Set) this card. If Summoned this way: Destroy all monsters your opponent controls.,SBAD-EN008,UR Ultra Rare,,,MONSTER,[Warrior／Effect],LIGHT,,2800.0,1400.0,SPEED DUEL: ATTACK FROM THE DEEP,2019-05-31,Gilford the Lightning,5451,190892,SBAD-EN008UR,2019-05-31
15586,Gilford the Lightning,You can Tribute 3 monsters to Tribute Summon (but not Set) this card. If Summoned this way: Destroy all monsters your opponent controls.,MIL1-EN006,C Common,,,MONSTER,[Warrior／Effect],LIGHT,,2800.0,1400.0,MILLENNIUM PACK,2016-04-15,Gilford the Lightning,5451,116954,MIL1-EN006C,2016-04-15
15587,Gilford the Lightning,You can Tribute 3 monsters to Tribute Summon (but not Set) this card. If Summoned this way: Destroy all monsters your opponent controls.,LCJW-EN041,C Common,,,MONSTER,[Warrior／Effect],LIGHT,,2800.0,1400.0,LEGENDARY COLLECTION 4 JOEY'S WORLD MEGA PACK,2013-10-11,Gilford the Lightning,5451,71584,LCJW-EN041C,2013-10-11
15588,Gilford the Lightning,You can Tribute 3 monsters to Tribute Summon (but not Set) this card. If Summoned this way: Destroy all monsters your opponent controls.,SP13-EN040,C Common,,,MONSTER,[Warrior／Effect],LIGHT,,2800.0,1400.0,STAR PACK 2013,2013-03-01,Gilford the Lightning,5451,77516,SP13-EN040C,2013-03-01
15589,Gilford the Lightning,You can Tribute 3 monsters to Tribute Summon (but not Set) this card. If Summoned this way: Destroy all monsters your opponent controls.,SP13-EN040,ST Starfoil,,,MONSTER,[Warrior／Effect],LIGHT,,2800.0,1400.0,STAR PACK 2013,2013-03-01,Gilford the Lightning,5451,77566,SP13-EN040ST,2013-03-01
15590,Gilford the Lightning,You can Tribute 3 monsters to Tribute Summon (but not Set) this card. If Summoned this way: Destroy all monsters your opponent controls.,DR04-EN242,SE Secret Rare,,,MONSTER,[Warrior／Effect],LIGHT,,2800.0,1400.0,DARK REVELATION Volume 4,2007-11-14,Gilford the Lightning,5451,80858,DR04-EN242SE,2007-11-14
15591,Gilford the Lightning,You can Tribute 3 monsters to Tribute Summon (but not Set) this card. If Summoned this way: Destroy all monsters your opponent controls.,SDRL-EN006,C Common,,,MONSTER,[Warrior／Effect],LIGHT,,2800.0,1400.0,RISE OF THE DRAGON LORDS STRUCTURE DECK,2007-10-24,Gilford the Lightning,5451,26215,SDRL-EN006C,2007-10-24
15592,Gilford the Lightning,You can Tribute 3 monsters to Tribute Summon (but not Set) this card. If Summoned this way: Destroy all monsters your opponent controls.,CT2-EN001,SE Secret Rare,,,MONSTER,[Warrior／Effect],LIGHT,,2800.0,1400.0,COLLECTIBLE TIN SERIES 2,2005-09-01,Gilford the Lightning,5451,24511,CT2-EN001SE,2005-09-01
15593,Gillagillancer,"If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand). During each End Phase: You take 500 damage. This card must be face-up on the field to activate and to resolve this effect.",MP14-EN187,C Common,,,MONSTER,[Warrior／Effect],EARTH,,2200.0,800.0,2014 MEGA-TINS MEGA PACK,2014-08-29,Gillagillancer,10889,92736,MP14-EN187C,2014-08-29
15594,Gillagillancer,"If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand). During each End Phase: You take 500 damage. This card must be face-up on the field to activate and to resolve this effect.",LVAL-EN003,C Common,,,MONSTER,[Warrior／Effect],EARTH,,2200.0,800.0,LEGACY OF THE VALIANT,2014-01-24,Gillagillancer,10889,78972,LVAL-EN003C,2014-01-24
15595,Gilti-Gearfried the Magical Steel Knight,"2 Warrior monsters with different AttributesOnce per turn, when a card or effect is activated that targets this card (Quick Effect): You can negate that effect, and if you do, destroy 1 card on the field. If this card was Fusion Summoned using only monsters on the field as material, it can make a second attack during each Battle Phase. Once per turn, if this card battles an opponent's monster, during damage calculation (Quick Effect): You can banish 1 Spell from your GY; this card gains ATK equal to half its current DEF, until the end of this turn.",MP24-EN016,QCSE Quarter Century Secret Rare,,,MONSTER,[Warrior／Fusion／Effect],LIGHT,,2700.0,1600.0,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,Gilti-Gearfried the Magical Steel Knight,6724,579492,MP24-EN016QCSE,2024-09-20
15596,Gilti-Gearfried the Magical Steel Knight,"2 Warrior monsters with different AttributesOnce per turn, when a card or effect is activated that targets this card (Quick Effect): You can negate that effect, and if you do, destroy 1 card on the field. If this card was Fusion Summoned using only monsters on the field as material, it can make a second attack during each Battle Phase. Once per turn, if this card battles an opponent's monster, during damage calculation (Quick Effect): You can banish 1 Spell from your GY; this card gains ATK equal to half its current DEF, until the end of this turn.",KICO-EN014,UR Ultra Rare,,,MONSTER,[Warrior／Fusion／Effect],LIGHT,,2700.0,1600.0,KING'S COURT,2021-07-09,Gilti-Gearfried the Magical Steel Knight,6724,242841,KICO-EN014UR,2021-07-09
15597,Gilti-Gearfried the Magical Steel Knight,"2 Warrior monsters with different AttributesOnce per turn, when a card or effect is activated that targets this card (Quick Effect): You can negate that effect, and if you do, destroy 1 card on the field. If this card was Fusion Summoned using only monsters on the field as material, it can make a second attack during each Battle Phase. Once per turn, if this card battles an opponent's monster, during damage calculation (Quick Effect): You can banish 1 Spell from your GY; this card gains ATK equal to half its current DEF, until the end of this turn.",KICO-EN014,CR COLLECTOR'S RARE,,,MONSTER,[Warrior／Fusion／Effect],LIGHT,,2700.0,1600.0,KING'S COURT,2021-07-09,Gilti-Gearfried the Magical Steel Knight,6724,243459,KICO-EN014CR,2021-07-09
15598,Giltia the D. Knight,"""Guardian of the Labyrinth"" + ""Protector of the Throne""",SBC1-ENB21,C Common,,,MONSTER,[Warrior／Fusion],LIGHT,,1850.0,1500.0,SPEED DUEL: STREETS OF BATTLE CITY,2023-08-25,Giltia the D. Knight,4395,512264,SBC1-ENB21C,2023-08-25
15599,Giltia the D. Knight,"""Guardian of the Labyrinth"" + ""Protector of the Throne""",MRD-EN094,C Common,,,MONSTER,[Warrior／Fusion],LIGHT,,1850.0,1500.0,METAL RAIDERS (LC01 25th Anniversary Edition),2023-04-21,Giltia the D. Knight,4395,486381,MRD-EN094C,2023-04-21
15600,Giltia the D. Knight,"""Guardian of the Labyrinth"" + ""Protector of the Throne""",MRD-EN094,C Common,,,MONSTER,[Warrior／Fusion],LIGHT,,1850.0,1500.0,METAL RAIDERS (LC01 25th Anniversary Edition),2023-04-21,Giltia the D. Knight,4395,476707,MRD-EN094C,2023-04-21
15601,Giltia the D. Knight,"""Guardian of the Labyrinth"" + ""Protector of the Throne""",MRD-094,C Common,,,MONSTER,[Warrior／Fusion],LIGHT,,1850.0,1500.0,METAL RAIDERS,2002-06-26,Giltia the D. Knight,4395,22023,MRD-094C,2002-06-26
15602,Giltia the D. Knight Soul Spear,"If you control no monsters, you can Normal Summon this card without Tributing. When this card is Normal Summoned: You can banish 1 monster your opponent controls with equal or higher ATK than this card. You can discard 1 card; add 1 of the following monsters from your Deck to your hand.●Level 7 DARK Dragon●Level 6 DARK Machine●Level 5 WATER WarriorYou can only use this effect of ""Giltia the D. Knight - Soul Spear"" once per turn.",LDS3-EN137,SE Secret Rare,,,MONSTER,[Warrior／Effect],LIGHT,,1850.0,1500.0,LEGENDARY DUELISTS: SEASON 3,2022-07-22,Giltia the D. Knight - Soul Spear,16621,276129,LDS3-EN137SE,2022-07-22
15603,Gimmick Puppet Bisque Doll,"You can Special Summon this card (from your hand) by discarding 1 ""Gimmick Puppet"" monster. You can banish this card from your GY; your opponent cannot target ""Gimmick Puppet"" monsters you control with card effects this turn.",LDS3-EN063,C Common,,,MONSTER,[Machine／Effect],DARK,,1000.0,1000.0,LEGENDARY DUELISTS: SEASON 3,2022-07-22,Gimmick Puppet Bisque Doll,14598,276239,LDS3-EN063C,2022-07-22
15604,Gimmick Puppet Bisque Doll,"You can Special Summon this card (from your hand) by discarding 1 ""Gimmick Puppet"" monster. You can banish this card from your GY; your opponent cannot target ""Gimmick Puppet"" monsters you control with card effects this turn.",LED5-EN036,SR Super Rare,,,MONSTER,[Machine／Effect],DARK,,1000.0,1000.0,LEGENDARY DUELISTS: IMMORTAL DESTINY,2019-09-27,Gimmick Puppet Bisque Doll,14598,199649,LED5-EN036SR,2019-09-27
15605,Gimmick Puppet Cattle Scream,"You can detach 1 material from an Xyz Monster you control; Special Summon this card from your hand or GY, but banish it when it leaves the field. You can only use this effect of ""Gimmick Puppet Cattle Scream"" once per turn. A ""Gimmick Puppet"" Xyz Monster that has this card as material gains this effect.●Once per turn: You can target 1 monster in your opponent's GY; Special Summon it to your opponent's field in Defense Position.",MP25-EN381,C Common,,,MONSTER,[Machine／Effect],DARK,,2000.0,2000.0,2025 MEGA-PACK TIN,2025-09-05,Gimmick Puppet Cattle Scream,20188,651780,MP25-EN381C,2025-09-05
15606,Gimmick Puppet Cattle Scream,"You can detach 1 material from an Xyz Monster you control; Special Summon this card from your hand or GY, but banish it when it leaves the field. You can only use this effect of ""Gimmick Puppet Cattle Scream"" once per turn. A ""Gimmick Puppet"" Xyz Monster that has this card as material gains this effect.●Once per turn: You can target 1 monster in your opponent's GY; Special Summon it to your opponent's field in Defense Position.",INFO-EN009,C Common,,,MONSTER,[Machine／Effect],DARK,,2000.0,2000.0,THE INFINITE FORBIDDEN,2024-07-19,Gimmick Puppet Cattle Scream,20188,559184,INFO-EN009C,2024-07-19
15607,Gimmick Puppet Chimera Doll,"2 Machine monstersDuring your Main Phase, if you control this Link Summoned card: You can activate this effect; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Machine Xyz Monsters, also take 1 ""Gimmick Puppet"" monster from your Deck, and either add it to your hand or send it to the GY, then, if all monsters you control are ""Gimmick Puppet"" monsters (min. 1), you can Special Summon 1 ""Gimmick Puppet"" monster from your hand. You can only use this effect of ""Gimmick Puppet Chimera Doll"" once per turn.",BLHR-EN053,UR Ultra Rare,,,MONSTER,[Machine／Link／Effect],DARK,,1500.0,,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,Gimmick Puppet Chimera Doll,14336,193640,BLHR-EN053UR,2019-07-12
