set_id,set_name,set_release,join_id,card_set_id
SHSP-EN051,SHADOW SPECTERS,2013-11-08,SHSP-EN051R,21342
BLMR-EN079,BATTLES OF LEGEND: MONSTROUS REVENGE,2023-06-23,BLMR-EN079UR,21343
SHSP-EN047,SHADOW SPECTERS,2013-11-08,SHSP-EN047R,21344
WIRA-EN045,WING RAIDERS,2016-02-12,WIRA-EN045C,21345
MP14-EN099,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN099SR,21346
JOTL-EN054,JUDGMENT OF THE LIGHT,2013-08-09,JOTL-EN054SR,21347
JUSH-EN058,Justice Hunters,2025-08-01,JUSH-EN058R,21348
BLRR-EN031,BATTLES OF LEGEND: RELENTLESS REVENGE,2018-06-29,BLRR-EN031SE,21349
TOCH-EN051,TOON CHAOS,2020-06-19,TOCH-EN051R,21350
CT14-EN008,2017 MEGA-TINS,2017-08-25,CT14-EN008SR,21351
BLMM-EN153,BATTLES OF LEGEND: MONSTER MAYHEM (Americas only),2025-06-13,BLMM-EN153UR,21352
LTGY-EN092,LORD OF THE TACHYON GALAXY,2013-05-17,LTGY-EN092R,21353
ALIN-EN046,ALLIANCE INSIGHT,2025-05-02,ALIN-EN046UR,21354
ALIN-EN045,ALLIANCE INSIGHT,2025-05-02,ALIN-EN045C,21355
YS13-ENV11,SUPER STARTER Power-Up Pack,2013-06-14,YS13-ENV11C,21356
REDU-EN092,RETURN OF THE DUELIST,2012-08-28,REDU-EN092SE,21357
LED9-EN013,LEGENDARY DUELISTS: DUELS FROM THE DEEP,2022-06-17,LED9-EN013C,21358
CT14-EN005,2017 MEGA-TINS,2017-08-25,CT14-EN005SR,21359
BLMR-EN080,BATTLES OF LEGEND: MONSTROUS REVENGE,2023-06-23,BLMR-EN080UR,21360
YZ05-EN001,Yu-Gi-Oh! Zexal volume 5 Promotional Card,2014-07-01,YZ05-EN001UR,21361
DLCS-EN042,DRAGONS OF LEGEND: THE COMPLETE SERIES,2020-09-11,DLCS-EN042C,21362
DRLG-EN040,DRAGONS OF LEGEND,2014-04-25,DRLG-EN040SR,21363
NUMH-EN032,NUMBER HUNTERS,2013-07-12,NUMH-EN032SE,21364
BLC1-EN110,BATTLES OF LEGEND - CHAPTER 1,2024-02-23,BLC1-EN110C,21365
TOCH-EN052,TOON CHAOS,2020-06-19,TOCH-EN052SR,21366
BLRR-EN032,BATTLES OF LEGEND: RELENTLESS REVENGE,2018-06-29,BLRR-EN032SE,21367
BLHR-EN029,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,BLHR-EN029UR,21368
BLC1-EN038,BATTLES OF LEGEND - CHAPTER 1,2024-02-23,BLC1-EN038UR,21369
PGL3-EN011,PREMIUM GOLD: INFINITE GOLD,2016-03-18,PGL3-EN011GSE,21370
DLCS-EN122,DRAGONS OF LEGEND: THE COMPLETE SERIES,2020-09-11,DLCS-EN122C,21371
DRL3-EN026,DRAGONS OF LEGEND -UNLEASHED-,2016-08-19,DRL3-EN026UR,21372
LD10-EN044,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,LD10-EN044R,21373
WSUP-EN014,WORLD SUPERSTARS,2015-04-17,WSUP-EN014SR,21374
SP14-EN027,STAR PACK 2014,2014-02-21,SP14-EN027C,21375
GAOV-EN091,GALACTIC OVERLORD,2012-05-08,GAOV-EN091SE,21376
AP06-EN010,ASTRAL PACK SIX,2014-12-05,AP06-EN010SR,21377
PRIO-EN045,PRIMAL ORIGIN,2014-05-16,PRIO-EN045R,21378
LDS2-EN123,LEGENDARY DUELISTS: SEASON 2,2021-01-22,LDS2-EN123C,21379
OP10-EN019,OTS TOURNAMENT PACK 10,2019-04-18,OP10-EN019C,21380
TDIL-EN091,THE DARK ILLUSION,2016-08-05,TDIL-EN091SR,21381
AC18-EN011,YU-GI-OH! ADVENT CALENDAR 2018,2018-11-01,AC18-EN011SR,21382
PGLD-EN025,PREMIUM GOLD,2014-03-28,PGLD-EN025GSE,21383
SP13-EN028,STAR PACK 2013,2013-03-01,SP13-EN028C,21384
PHSW-EN039,PHOTON SHOCKWAVE,2011-11-15,PHSW-EN039SR,21385
BLC1-EN151,BATTLES OF LEGEND - CHAPTER 1,2024-02-23,BLC1-EN151C,21386
PGL3-EN010,PREMIUM GOLD: INFINITE GOLD,2016-03-18,PGL3-EN010GSE,21387
NUMH-EN033,NUMBER HUNTERS,2013-07-12,NUMH-EN033SR,21388
LEHD-ENC37,LEGENDARY HERO DECKS,2018-10-12,LEHD-ENC37UR,21389
NUMH-EN034,NUMBER HUNTERS,2013-07-12,NUMH-EN034SR,21390
CT10-EN013,COLLECTIBLE TIN 2013 WAVE 2,2013-11-22,CT10-EN013SR,21391
JUMP-EN064,SHONEN JUMP membership Promotional Card - March 2013 -,2013-03-15,JUMP-EN064UR,21392
BROL-EN073,BROTHERS OF LEGEND,2021-12-03,BROL-EN073SE,21393
YCSW-EN010,Yu-Gi-Oh! CHAMPIONSHIP SERIES 2017,2017-08-26,YCSW-EN010SR,21394
BLMM-EN152,BATTLES OF LEGEND: MONSTER MAYHEM (Americas only),2025-06-13,BLMM-EN152UR,21395
ABYR-EN045,ABYSS RISING,2012-11-09,ABYR-EN045SR,21396
MP25-EN033,2025 MEGA-PACK TIN,2025-09-05,MP25-EN033STAR,21397
BLC1-EN018,BATTLES OF LEGEND - CHAPTER 1,2024-02-23,BLC1-EN018UR,21398
BLRR-EN033,BATTLES OF LEGEND: RELENTLESS REVENGE,2018-06-29,BLRR-EN033SE,21399
REDU-EN098,RETURN OF THE DUELIST,2012-08-28,REDU-EN098UR,21400
BLMR-EN077,BATTLES OF LEGEND: MONSTROUS REVENGE,2023-06-23,BLMR-EN077SE,21401
CBLZ-EN045,COSMO BLAZER,2013-01-25,CBLZ-EN045UR,21402
MAMA-EN067,MAGNIFICENT MAVENS,2022-11-04,MAMA-EN067UR,21403
BLHR-EN093,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,BLHR-EN093SE,21404
YCSW-EN009,Yu-Gi-Oh! CHAMPIONSHIP SERIES 2016,2016-08-26,YCSW-EN009SR,21405
MP25-EN300,2025 MEGA-PACK TIN,2025-09-05,MP25-EN300UR,21406
PGL2-EN015,PREMIUM GOLD: RETURN OF THE BLING,2015-03-20,PGL2-EN015GSE,21407
GEIM-EN052,GENESIS IMPACT,2020-12-03,GEIM-EN052R,21408
SP13-EN031,STAR PACK 2013,2013-03-01,SP13-EN031C,21409
ORCS-EN043,ORDER OF CHAOS,2012-01-24,ORCS-EN043UR,21410
MZTM-EN093,MAZE OF THE MASTER,2025-03-14,MZTM-EN093R,21411
GFP2-EN145,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN145UR,21412
BLHR-EN030,BATTLES OF LEGEND: HERO'S REVENGE,2019-07-12,BLHR-EN030SE,21413
DLCS-EN123,DRAGONS OF LEGEND: THE COMPLETE SERIES,2020-09-11,DLCS-EN123C,21414
DRL3-EN027,DRAGONS OF LEGEND -UNLEASHED-,2016-08-19,DRL3-EN027SE,21415
BROL-EN057,BROTHERS OF LEGEND,2021-12-03,BROL-EN057SE,21416
MP15-EN190,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN190SE,21417
NECH-EN099,THE NEW CHALLENGERS,2014-11-07,NECH-EN099SE,21418
ABYR-EN044,ABYSS RISING,2012-11-09,ABYR-EN044UR,21419
MGED-EN031,MAXIMUM GOLD: EL DORADO,2021-11-19,MGED-EN031PGR,21420
MP25-EN275,2025 MEGA-PACK TIN,2025-09-05,MP25-EN275UR,21421
LED9-EN010,LEGENDARY DUELISTS: DUELS FROM THE DEEP,2022-06-17,LED9-EN010C,21422
MP14-EN218,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN218UR,21423
LVAL-EN046,LEGACY OF THE VALIANT,2014-01-24,LVAL-EN046UR,21424
JUSH-EN056,Justice Hunters,2025-08-01,JUSH-EN056SR,21425
MP15-EN024,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN024SR,21426
PRIO-EN044,PRIMAL ORIGIN,2014-05-16,PRIO-EN044SR,21427
PRIO-EN043,PRIMAL ORIGIN,2014-05-16,PRIO-EN043R,21428
JOTL-EN056,JUDGMENT OF THE LIGHT,2013-08-09,JOTL-EN056SR,21429
LD10-EN043,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,LD10-EN043C,21430
MP14-EN029,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN029UR,21431
LTGY-EN052,LORD OF THE TACHYON GALAXY,2013-05-17,LTGY-EN052UR,21432
DLCS-EN051,DRAGONS OF LEGEND: THE COMPLETE SERIES,2020-09-11,DLCS-EN051C,21433
DRLG-EN049,DRAGONS OF LEGEND,2014-04-25,DRLG-EN049SR,21434
MZTM-EN092,MAZE OF THE MASTER,2025-03-14,MZTM-EN092R,21435
MP15-EN023,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN023SR,21436
PRIO-EN041,PRIMAL ORIGIN,2014-05-16,PRIO-EN041SR,21437
LDS3-EN064,LEGENDARY DUELISTS: SEASON 3,2022-07-22,LDS3-EN064C,21438
PGLD-EN019,PREMIUM GOLD,2014-03-28,PGLD-EN019GSE,21439
BLAR-EN021,BATTLES OF LEGEND: ARMAGEDDON,2020-07-24,BLAR-EN021SE,21440
MP25-EN248,2025 MEGA-PACK TIN,2025-09-05,MP25-EN248UR,21441
ROTA-EN041,RAGE OF THE ABYSS,2024-10-11,ROTA-EN041SR,21442
MP23-EN279,25TH ANNIVERSARY TIN: DUELING HEROES MEGA PACK,2023-09-08,MP23-EN279SR,21443
ABYR-EN039,ABYSS RISING,2012-11-09,ABYR-EN039UR,21444
RA04-EN174,QUARTER CENTURY STAMPEDE,2025-04-11,RA04-EN174PS,21445
KICO-EN045,KING'S COURT,2021-07-09,KICO-EN045R,21446
SP14-EN022,STAR PACK 2014,2014-02-21,SP14-EN022C,21447
YS13-EN042,SUPER STARTER V FOR VICTORY,2013-06-14,YS13-EN042UR,21448
ORCS-EN040,ORDER OF CHAOS,2012-01-24,ORCS-EN040UR,21449
OP17-EN020,OTS TOURNAMENT PACK 17,2021-10-06,OP17-EN020C,21450
YS13-ENV01,SUPER STARTER Power-Up Pack,2013-06-14,YS13-ENV01UR,21451
JOTL-EN048,JUDGMENT OF THE LIGHT,2013-08-09,JOTL-EN048SR,21452
LDS3-EN065,LEGENDARY DUELISTS: SEASON 3,2022-07-22,LDS3-EN065UR,21453
PGLD-EN020,PREMIUM GOLD,2014-03-28,PGLD-EN020GSE,21454
MP15-EN026,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN026R,21455
PRIO-EN048,PRIMAL ORIGIN,2014-05-16,PRIO-EN048R,21456
DLCS-EN045,DRAGONS OF LEGEND: THE COMPLETE SERIES,2020-09-11,DLCS-EN045C,21457
DRLG-EN043,DRAGONS OF LEGEND,2014-04-25,DRLG-EN043SR,21458
MP24-EN069,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN069PSE,21459
PHHY-EN043,PHOTON HYPERNOVA,2023-02-10,PHHY-EN043UR,21460
SHSP-EN048,SHADOW SPECTERS,2013-11-08,SHSP-EN048R,21461
LVAL-EN049,LEGACY OF THE VALIANT,2014-01-24,LVAL-EN049R,21462
PGLD-EN018,PREMIUM GOLD,2014-03-28,PGLD-EN018GSE,21463
DLCS-EN043,DRAGONS OF LEGEND: THE COMPLETE SERIES,2020-09-11,DLCS-EN043C,21464
DRLG-EN041,DRAGONS OF LEGEND,2014-04-25,DRLG-EN041SR,21465
LD10-EN035,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,LD10-EN035SR,21466
PRIO-EN046,PRIMAL ORIGIN,2014-05-16,PRIO-EN046R,21467
LDS3-EN066,LEGENDARY DUELISTS: SEASON 3,2022-07-22,LDS3-EN066C,21468
PGLD-EN021,PREMIUM GOLD,2014-03-28,PGLD-EN021GSE,21469
BLC1-EN149,BATTLES OF LEGEND - CHAPTER 1,2024-02-23,BLC1-EN149C,21470
BLAR-EN069,BATTLES OF LEGEND: ARMAGEDDON,2020-07-24,BLAR-EN069SE,21471
LVAL-EN050,LEGACY OF THE VALIANT,2014-01-24,LVAL-EN050R,21472
SHSP-EN046,SHADOW SPECTERS,2013-11-08,SHSP-EN046SR,21473
PGLD-EN022,PREMIUM GOLD,2014-03-28,PGLD-EN022GSE,21474
MP24-EN037,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN037QCSE,21475
BLCR-EN085,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,BLCR-EN085SE,21476
KICO-EN013,KING'S COURT,2021-07-09,KICO-EN013UR,21477
MP25-EN270,2025 MEGA-PACK TIN,2025-09-05,MP25-EN270UR,21478
KICO-EN049,KING'S COURT,2021-07-09,KICO-EN049R,21479
LED6-EN039,LEGENDARY DUELISTS: MAGICAL HERO,2020-01-17,LED6-EN039C,21480
BLAR-EN046,BATTLES OF LEGEND: ARMAGEDDON,2020-07-24,BLAR-EN046SE,21481
DUAD-EN042,DUELIST'S ADVANCE,2025-07-04,DUAD-EN042UR,21482
MGED-EN032,MAXIMUM GOLD: EL DORADO,2021-11-19,MGED-EN032PGR,21483
MACR-ENSE2,MAXIMUM CRISIS SPECIAL EDITION,2017-06-09,MACR-ENSE2SR,21484
JUMP-EN077,SHONEN JUMP membership Promotional Card - July 2016 -,2016-07-04,JUMP-EN077UR,21485
BLMM-EN037,BATTLES OF LEGEND: MONSTER MAYHEM (Americas only),2025-06-13,BLMM-EN037UR,21486
BLMM-EN038,BATTLES OF LEGEND: MONSTER MAYHEM (Americas only),2025-06-13,BLMM-EN038UR,21487
MP16-EN043,2016 MEGA-TINS MEGA PACK,2016-09-02,MP16-EN043SR,21488
CROS-EN094,CROSSED SOULS,2015-05-15,CROS-EN094SR,21489
RA04-EN251,QUARTER CENTURY STAMPEDE,2025-04-11,RA04-EN251PS,21490
BLC1-EN150,BATTLES OF LEGEND - CHAPTER 1,2024-02-23,BLC1-EN150C,21491
MAGO-EN034,Gold Series: Maximum Gold,2020-11-13,MAGO-EN034PGR,21492
BLAR-EN070,BATTLES OF LEGEND: ARMAGEDDON,2020-07-24,BLAR-EN070UR,21493
LCKC-EN087,LEGENDARY COLLECTION KAIBA MEGA PACK,2018-03-09,LCKC-EN087SE,21494
OP04-EN001,OTS TOURNAMENT PACK 4,2017-04-07,OP04-EN001UL,21495
TDIL-ENSE2,THE DARK ILLUSION SPECIAL EDITION (UK),2016-09-15,TDIL-ENSE2SR,21496
YZ08-EN001,Yu-Gi-Oh! Zexal volume 8 Promotional Card,2016-03-01,YZ08-EN001UR,21497
NUMH-EN058,NUMBER HUNTERS,2013-07-12,NUMH-EN058SE,21498
MP20-EN094,2020 TIN OF LOST MEMORIES,2020-08-28,MP20-EN094SR,21499
DANE-EN093,DARK NEOSTORM,2019-05-03,DANE-EN093UR,21500
CYAC-EN000,CYBERSTORM ACCESS,2023-05-05,CYAC-EN000UR,21501
BLMR-EN004,BATTLES OF LEGEND: MONSTROUS REVENGE,2023-06-23,BLMR-EN004UR,21502
SHSP-EN071,SHADOW SPECTERS,2013-11-08,SHSP-EN071C,21503
BROL-EN056,BROTHERS OF LEGEND,2021-12-03,BROL-EN056UR,21504
GLD3-EN031,GOLD SERIES 3,2010-06-23,GLD3-EN031C,21505
ORCS-EN038,ORDER OF CHAOS,2012-01-24,ORCS-EN038C,21506
BLAR-EN027,BATTLES OF LEGEND: ARMAGEDDON,2020-07-24,BLAR-EN027SE,21507
MGED-EN050,MAXIMUM GOLD: EL DORADO,2021-11-19,MGED-EN050PGR,21508
MP24-EN320,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN320C,21509
PHHY-EN052,PHOTON HYPERNOVA,2023-02-10,PHHY-EN052C,21510
BLAR-EN026,BATTLES OF LEGEND: ARMAGEDDON,2020-07-24,BLAR-EN026SE,21511
MGED-EN051,MAXIMUM GOLD: EL DORADO,2021-11-19,MGED-EN051PGR,21512
BLAR-EN020,BATTLES OF LEGEND: ARMAGEDDON,2020-07-24,BLAR-EN020UR,21513
PSV-EN023,PHARAOH'S SERVANT (LC01 25th Anniversary Edition),2023-04-21,PSV-EN023C,21514
DB1-EN079,DARK BEGINNING 1,2004-10-12,DB1-EN079C,21515
PSV-023,PHARAOH'S SERVANT,2002-10-20,PSV-023C,21516
ANGU-EN001,ANCIENT　GUARDIANS,2021-05-07,ANGU-EN001SR,21517
BLMM-EN054,BATTLES OF LEGEND: MONSTER MAYHEM (Americas only),2025-06-13,BLMM-EN054UR,21518
LART-EN048,The Lost Art Promotion 7,2022-12-16,LART-EN048UR,21519
MAGO-EN020,Gold Series: Maximum Gold,2020-11-13,MAGO-EN020PGR,21520
MYFI-EN014,MYSTIC FIGHTERS,2019-11-22,MYFI-EN014SE,21521
OP08-EN024,OTS TOURNAMENT PACK 8,2018-08-17,OP08-EN024C,21522
LOD-096,LEGACY OF DARKNESS,2003-06-06,LOD-096C,21523
DB1-EN216,DARK BEGINNING 1,2004-10-12,DB1-EN216C,21524
LON-013,LABYRINTH OF NIGHTMARE,2003-03-01,LON-013R,21525
SGX4-ENA13,SPEED DUEL GX: MIDTERM DESTRUCTION,2024-03-29,SGX4-ENA13C,21526
LDS3-EN110,LEGENDARY DUELISTS: SEASON 3,2022-07-22,LDS3-EN110C,21527
SDHS-EN031,HERO STRIKE STRUCTURE DECK,2015-01-30,SDHS-EN031C,21528
RYMP-EN026,RA YELLOW MEGA PACK,2012-02-21,RYMP-EN026SE,21529
LCGX-EN091,LEGENDARY COLLECTION 2 THE DUEL ACADEMY YEARS MEGA PACK,2011-10-04,LCGX-EN091C,21530
DR04-EN221,DARK REVELATION Volume 4,2007-11-14,DR04-EN221C,21531
DP03-EN019,DUELIST PACK - JADEN YUKI 2 -,2007-02-07,DP03-EN019C,21532
EOJ-EN041,ENEMY OF JUSTICE,2006-05-17,EOJ-EN041C,21533
PEVO-EN016,PENDULUM EVOLUTION,2017-06-23,PEVO-EN016SR,21534
SDMP-EN004,MASTER OF PENDULUM STRUCTURE DECK,2015-12-04,SDMP-EN004SR,21535
OP03-EN013,OTS TOURNAMENT PACK 3,2016-11-18,OP03-EN013SR,21536
SR02-EN040,RISE OF THE TRUE DRAGONS STRUCTURE DECK,2016-07-08,SR02-EN040C,21537
NECH-EN077,THE NEW CHALLENGERS,2014-11-07,NECH-EN077R,21538
LVAL-EN079,LEGACY OF THE VALIANT,2014-01-24,LVAL-EN079R,21539
JUSH-EN029,Justice Hunters,2025-08-01,JUSH-EN029R,21540
BLAR-EN071,BATTLES OF LEGEND: ARMAGEDDON,2020-07-24,BLAR-EN071UR,21541
MP14-EN242,2014 MEGA-TINS MEGA PACK,2014-08-29,MP14-EN242SR,21542
LVAL-EN088,LEGACY OF THE VALIANT,2014-01-24,LVAL-EN088SR,21543
RA04-EN116,QUARTER CENTURY STAMPEDE,2025-04-11,RA04-EN116PS,21544
SBC2-ENB01,SPEED DUEL: BATTLE CITY FINALS,2024-12-13,SBC2-ENB01PSE,21545
RA03-EN230,QUARTER CENTURY BONANZA,2024-11-07,RA03-EN230PS,21546
KC01-EN022,25TH ANNIVERSARY ULTIMATE KAIBA SET,2024-03-01,KC01-EN022UR,21547
KICO-EN064,KING'S COURT,2021-07-09,KICO-EN064UR (PR),21548
EGO1-EN001,EGYPTIAN GOD DECK: OBELISK THE TORMENTOR,2021-06-18,EGO1-EN001UR,21549
SBCB-EN202,Speed Duel: Battle City Box,2020-11-26,SBCB-EN202SE,21550
MVP1-ENSV5,Yu-Gi-Oh! THE DARK SIDE OF DIMENSIONS MOVIE PACK SECRET EDITION Variant Cards,2020-01-23,MVP1-ENSV5UR,21551
TN19-EN007,2019 GOLD SARCOPHAGUS TIN,2019-08-30,TN19-EN007PSE,21552
MVPC-EN001,Yu-Gi-Oh! THE DARK SIDE OF DIMENSIONS Theatrical Distribution,2017-01-26,MVPC-EN001GSE,21553
JMPS-EN004,SHONEN JUMP Scholastic Edition Promotional Card,2017-01-01,JMPS-EN004UR,21554
LDK2-ENS02,LEGENDARY DECKS II,2016-10-07,LDK2-ENS02UR,21555
CT13-EN002,2016 MEGA-TINS,2016-09-02,CT13-EN002SE,21556
PGLD-EN030,PREMIUM GOLD,2014-03-28,PGLD-EN030GSE,21557
BP02-EN125,BATTLE PACK 2 WAR OF THE GIANTS,2013-06-28,BP02-EN125MR,21558
BP01-EN021,BATTLE PACK EPIC DAWN,2012-05-28,BP01-EN021R,21559
GLD4-EN030,GOLD SERIES 4 PYRAMIDS EDITION,2011-07-01,GLD4-EN030GR,21560
JUMP-EN037,SHONEN JUMP Promotional Card - January 2010 -,,JUMP-EN037UR,21561
WCPP-EN003,WORLD CHAMPIONSHIP 2010 CARD PACK,2010-08-14,WCPP-EN003R,21562
MP25-EN029,2025 MEGA-PACK TIN,2025-09-05,MP25-EN029STAR,21563
LDK2-ENY03,LEGENDARY DECKS II,2016-10-07,LDK2-ENY03UR,21564
MP25-EN225,2025 MEGA-PACK TIN,2025-09-05,MP25-EN225UR,21565
INFO-EN055,THE INFINITE FORBIDDEN,2024-07-19,INFO-EN055SR,21566
SBC2-ENA09,SPEED DUEL: BATTLE CITY FINALS,2024-12-13,SBC2-ENA09C,21567
SDMY-EN018,STRUCTURE DECK : YUGI MUTO,2016-10-21,SDMY-EN018C,21568
LCYW-EN036,LEGENDARY COLLECTION 3 YUGI'S WORLD MEGA PACK,2012-10-02,LCYW-EN036C,21569
RP02-EN086,RETRO PACK 2,2009-07-28,RP02-EN086R,21570
SD5-EN007,STRUCTURE DECK WARRIOR'S TRIUMPH,2005-10-28,SD5-EN007C,21571
DB2-EN112,DARK BEGINNING 2,2005-07-27,DB2-EN112UR,21572
CT1-EN006,COLLECTIBLE TIN SERIES 1,2004-09-01,CT1-EN006SE,21573
HISU-EN032,HIDDEN SUMMONERS,2018-11-16,HISU-EN032SE,21574
STAS-EN018,2-PLAYER STARTER SET,2024-01-26,STAS-EN018C,21575
MP21-EN010,2021 TIN OF ANCIENT BATTLES,2021-10-01,MP21-EN010C,21576
IGAS-EN028,IGNITION ASSAULT,2020-01-31,IGAS-EN028C,21577
SGX3-ENI11,SPEED DUEL GX: DUELISTS OF SHADOWS,2023-03-31,SGX3-ENI11C,21578
PTDN-EN023,PHANTOM DARKNESS,2008-02-13,PTDN-EN023C,21579
MP25-EN176,2025 MEGA-PACK TIN,2025-09-05,MP25-EN176UR,21580
PHNI-EN094,PHANTOM NIGHTMARE,2024-02-09,PHNI-EN094SR,21581
LED9-EN017,LEGENDARY DUELISTS: DUELS FROM THE DEEP,2022-06-17,LED9-EN017UR,21582
WCPP-EN012,WORLD CHAMPIONSHIP 2010 CARD PACK,2010-08-14,WCPP-EN012R,21583
SD4-EN001,STRUCTURE DECK FURY FROM THE DEEP,2005-05-09,SD4-EN001UR,21584
MZTM-EN036,MAZE OF THE MASTER,2025-03-14,MZTM-EN036SR,21585
TAEV-EN081,TACTICAL EVOLUTION,2007-08-15,TAEV-EN081R,21586
SRL-EN052,SPELL RULER (LC01 25th Anniversary Edition),2023-04-21,SRL-EN052C,21587
MRL-052,SPELL RULER,2002-09-16,MRL-052C,21588
MRD-EN030,METAL RAIDERS (LC01 25th Anniversary Edition),2023-04-21,MRD-EN030C,21589
MRD-030,METAL RAIDERS,2002-06-26,MRD-030C,21590
LEDD-ENC34,LEGENDARY DRAGON DECKS,2017-10-06,LEDD-ENC34C,21591
PEVO-EN033,PENDULUM EVOLUTION,2017-06-23,PEVO-EN033SR,21592
SDMP-EN042,MASTER OF PENDULUM STRUCTURE DECK,2015-12-04,SDMP-EN042UR,21593
DUPO-EN011,DUEL POWER,2019-04-03,DUPO-EN011UR,21594
LEDD-ENC15,LEGENDARY DRAGON DECKS,2017-10-06,LEDD-ENC15C,21595
BOSH-EN066,BREAKERS OF SHADOW,2016-01-15,BOSH-EN066R,21596
LEDD-ENC00,LEGENDARY DRAGON DECKS,2017-10-06,LEDD-ENC00UR,21597
AGOV-EN030,AGE OF OVERLORD,2023-10-20,AGOV-EN030UR,21598
YS15-ENF03,STARTER DECK SABER FORCE (US),2015-05-29,YS15-ENF03SH,21599
YS14-ENA01,SUPER STARTER SPACE-TIME SHOWDOWN Power-Up Pack,2014-07-11,YS14-ENA01UR,21600
LEDD-ENC14,LEGENDARY DRAGON DECKS,2017-10-06,LEDD-ENC14C,21601
PEVO-EN038,PENDULUM EVOLUTION,2017-06-23,PEVO-EN038SR,21602
MP16-EN149,2016 MEGA-TINS MEGA PACK,2016-09-02,MP16-EN149SE,21603
DOCS-EN063,DIMENSION OF CHAOS,2015-11-06,DOCS-EN063SE,21604
LEDD-ENC12,LEGENDARY DRAGON DECKS,2017-10-06,LEDD-ENC12C,21605
BOSH-EN043,BREAKERS OF SHADOW,2016-01-15,BOSH-EN043UR,21606
BLLR-EN001,BATTLES OF LEGEND -LIGHT'S REVENGE-,2017-07-07,BLLR-EN001UR,21607
OP26-EN023,OTS TOURNAMENT PACK 26,2024-10-10,OP26-EN023C,21608
LEDD-ENC31,LEGENDARY DRAGON DECKS,2017-10-06,LEDD-ENC31C,21609
PEVO-EN032,PENDULUM EVOLUTION,2017-06-23,PEVO-EN032SR,21610
SDMP-EN041,MASTER OF PENDULUM STRUCTURE DECK,2015-12-04,SDMP-EN041UR,21611
DLCS-EN097,DRAGONS OF LEGEND: THE COMPLETE SERIES,2020-09-11,DLCS-EN097C,21612
LEDD-ENC05,LEGENDARY DRAGON DECKS,2017-10-06,LEDD-ENC05C,21613
DRL3-EN001,DRAGONS OF LEGEND -UNLEASHED-,2016-08-19,DRL3-EN001SE,21614
TN23-EN011,25TH ANNIVERSARY TIN: DUELING HEROES,2023-09-08,TN23-EN011QCSE,21615
DUPO-EN105,DUEL POWER VARIANT CARDS,2019-04-03,DUPO-EN105UR,21616
LEDD-ENC01,LEGENDARY DRAGON DECKS,2017-10-06,LEDD-ENC01C,21617
PEVO-EN023,PENDULUM EVOLUTION,2017-06-23,PEVO-EN023SR,21618
YS16-EN008,STARTER DECK YUYA,2016-05-27,YS16-EN008C,21619
SDMP-EN009,MASTER OF PENDULUM STRUCTURE DECK,2015-12-04,SDMP-EN009C,21620
SP15-EN012,STAR PACK ARC-V,2015-06-12,SP15-EN012SH,21621
DUEA-EN004,DUELIST ALLIANCE,2014-08-15,DUEA-EN004SE,21622
MP23-EN079,25TH ANNIVERSARY TIN: DUELING HEROES MEGA PACK,2023-09-08,MP23-EN079UR,21623
DIFO-EN034,DIMENSION FORCE,2022-05-20,DIFO-EN034SE,21624
BLCR-EN074,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,BLCR-EN074SE,21625
LEDD-ENC04,LEGENDARY DRAGON DECKS,2017-10-06,LEDD-ENC04C,21626
JUMP-EN079,SHONEN JUMP membership Promotional Card - January 2017 -,2017-01-16,JUMP-EN079UR,21627
BLCR-EN075,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,BLCR-EN075SE,21628
YA05-EN001,Yu-Gi-Oh! ARC-V Manga Vol.5,2019-03-05,YA05-EN001UR,21629
LEDD-ENC03,LEGENDARY DRAGON DECKS,2017-10-06,LEDD-ENC03C,21630
YA01-EN001,Yu-Gi-Oh! ARC-V volume 1 Promotional Card,2017-04-04,YA01-EN001UR,21631
MP17-EN205,2017 MEGA-TINS MEGA PACK,2017-08-25,MP17-EN205UR,21632
RATE-EN048,RAGING TEMPEST,2017-02-10,RATE-EN048UR,21633
BLCR-EN076,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,BLCR-EN076UR,21634
