card_id,card_set_id,name,description,rarity,price,volatility_id,type_id,sub_type,attribute_id,rank,attack,defense
26674,22070,Paleozoic Cambroraster,"2 Paleozoic monstersUnaffected by other monsters' effects. You can only use each of the following effects of Paleozoic Cambroraster once per turn. You can target 1 Set card in the Spell & Trap Zone; send it to the GY, and if you do, Set 1 Paleozoic Trap directly from your Deck. It can be activated this turn. If a Set card(s) you control would be destroyed by card effect, you can banish this card from your field or GY instead.",SR Super Rare,0.18,1,2,[Aqua／Link／Effect],4,Link 2 P82,1200.0,0.0
26675,22071,Paleozoic Cambroraster,"2 Paleozoic monstersUnaffected by other monsters' effects. You can only use each of the following effects of Paleozoic Cambroraster once per turn. You can target 1 Set card in the Spell & Trap Zone; send it to the GY, and if you do, Set 1 Paleozoic Trap directly from your Deck. It can be activated this turn. If a Set card(s) you control would be destroyed by card effect, you can banish this card from your field or GY instead.",C Common,0.05,5,2,[Aqua／Link／Effect],4,Link 2 P82,1200.0,0.0
26676,22072,Paleozoic Canadia,"Target 1 face-up monster your opponent controls; change it to face-down Defense Position. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,0.2,1,3,NONE,1,NONE,0.0,0.0
26677,22073,Paleozoic Canadia,"Target 1 face-up monster your opponent controls; change it to face-down Defense Position. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,0.16,3,3,NONE,1,NONE,0.0,0.0
26678,22074,Paleozoic Canadia,"Target 1 face-up monster your opponent controls; change it to face-down Defense Position. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",SR Super Rare,2.36,1,3,NONE,1,NONE,0.0,0.0
26679,22075,Paleozoic Canadia,"Target 1 face-up monster your opponent controls; change it to face-down Defense Position. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,0.18,5,3,NONE,1,NONE,0.0,0.0
26680,22076,Paleozoic Canadia,"Target 1 face-up monster your opponent controls; change it to face-down Defense Position. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,0.21,3,3,NONE,1,NONE,0.0,0.0
26681,22077,Paleozoic Dinomischus,"Target 1 face-up card on the field; discard 1 card, and if you do, banish it. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,0.1,1,3,NONE,1,NONE,0.0,0.0
26682,22078,Paleozoic Dinomischus,"Target 1 face-up card on the field; discard 1 card, and if you do, banish it. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",UR Ultra Rare,0.47,5,3,NONE,1,NONE,0.0,0.0
26683,22079,Paleozoic Dinomischus,"Target 1 face-up card on the field; discard 1 card, and if you do, banish it. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",SR Super Rare,0.64,5,3,NONE,1,NONE,0.0,0.0
26684,22080,Paleozoic Dinomischus,"Target 1 face-up card on the field; discard 1 card, and if you do, banish it. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,0.3,3,3,NONE,1,NONE,0.0,0.0
26685,22081,Paleozoic Dinomischus,"Target 1 face-up card on the field; discard 1 card, and if you do, banish it. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,0.26,3,3,NONE,1,NONE,0.0,0.0
26686,22082,Paleozoic Eldonia,"Target 1 face-up monster on the field; it gains 500 ATK/DEF until the end of this turn. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,0.16,3,3,NONE,1,NONE,0.0,0.0
26687,22083,Paleozoic Eldonia,"Target 1 face-up monster on the field; it gains 500 ATK/DEF until the end of this turn. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",SR Super Rare,0.39,3,3,NONE,1,NONE,0.0,0.0
26688,22084,Paleozoic Eldonia,"Target 1 face-up monster on the field; it gains 500 ATK/DEF until the end of this turn. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,0.2,3,3,NONE,1,NONE,0.0,0.0
26689,22085,Paleozoic Eldonia,"Target 1 face-up monster on the field; it gains 500 ATK/DEF until the end of this turn. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,0.11,3,3,NONE,1,NONE,0.0,0.0
26690,22086,Paleozoic Hallucigenia,"Target 1 face-up monster on the field; its ATK/DEF become half its current ATK/DEF until the end of this turn. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",SR Super Rare,0.39,3,3,NONE,1,NONE,0.0,0.0
26691,22087,Paleozoic Hallucigenia,"Target 1 face-up monster on the field; its ATK/DEF become half its current ATK/DEF until the end of this turn. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,0.16,1,3,NONE,1,NONE,0.0,0.0
26692,22088,Paleozoic Hallucigenia,"Target 1 face-up monster on the field; its ATK/DEF become half its current ATK/DEF until the end of this turn. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,0.1,3,3,NONE,1,NONE,0.0,0.0
26693,22089,Paleozoic Leanchoilia,"Target 1 banished card; return it to the GY. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",SR Super Rare,2.29,5,3,NONE,1,NONE,0.0,0.0
26694,22090,Paleozoic Leanchoilia,"Target 1 banished card; return it to the GY. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,0.43,5,3,NONE,1,NONE,0.0,0.0
26695,22091,Paleozoic Leanchoilia,"Target 1 banished card; return it to the GY. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,0.34,3,3,NONE,1,NONE,0.0,0.0
26696,22092,Paleozoic Marrella,"Send 1 Trap from your Deck to the GY. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",SR Super Rare,4.8,5,3,NONE,1,NONE,0.0,0.0
26697,22093,Paleozoic Marrella,"Send 1 Trap from your Deck to the GY. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,1.67,1,3,NONE,1,NONE,0.0,0.0
26698,22094,Paleozoic Marrella,"Send 1 Trap from your Deck to the GY. Once per Chain, when a Trap Card is activated while this card is in your GY: You can Special Summon this card as a Normal Monster (Aqua/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,1.06,2,3,NONE,1,NONE,0.0,0.0
26699,22095,Paleozoic Olenoides,"Target 1 Spell/Trap Card on the field; destroy it. Once per Chain, when a Trap Card is activated while this card is in your Graveyard: Special Summon this card as a Normal Monster (Aqua-Type/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap Card.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,1.05,1,3,NONE,1,NONE,0.0,0.0
26700,22096,Paleozoic Olenoides,"Target 1 Spell/Trap Card on the field; destroy it. Once per Chain, when a Trap Card is activated while this card is in your Graveyard: Special Summon this card as a Normal Monster (Aqua-Type/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap Card.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,0.61,3,3,NONE,1,NONE,0.0,0.0
26701,22097,Paleozoic Opabinia,2 Level 2 monstersThis card is unaffected by other monsters' effects. You can activate Paleozoic Trap Cards from your hand. If this card has a Trap Card as Xyz Material: You can detach 1 Xyz Material from this card; add 1 Paleozoic Trap Card from your Deck to your hand. You can only use this effect of Paleozoic Opabinia once per turn.,PSE Prismatic Secret Rare,0.21,5,2,[Aqua／Xyz／Effect],4,Rank 2,0.0,2400.0
26702,22098,Paleozoic Opabinia,2 Level 2 monstersThis card is unaffected by other monsters' effects. You can activate Paleozoic Trap Cards from your hand. If this card has a Trap Card as Xyz Material: You can detach 1 Xyz Material from this card; add 1 Paleozoic Trap Card from your Deck to your hand. You can only use this effect of Paleozoic Opabinia once per turn.,SR Super Rare,0.4,1,2,[Aqua／Xyz／Effect],4,Rank 2,0.0,2400.0
26703,22099,Paleozoic Opabinia,2 Level 2 monstersThis card is unaffected by other monsters' effects. You can activate Paleozoic Trap Cards from your hand. If this card has a Trap Card as Xyz Material: You can detach 1 Xyz Material from this card; add 1 Paleozoic Trap Card from your Deck to your hand. You can only use this effect of Paleozoic Opabinia once per turn.,SR Super Rare,0.27,1,2,[Aqua／Xyz／Effect],4,Rank 2,0.0,2400.0
26704,22100,Paleozoic Pikaia,"Discard 1 Paleozoic card, then draw 2 cards. Once per Chain, when a Trap Card is activated while this card is in your Graveyard: Special Summon this card as a Normal Monster (Aqua-Type/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap Card.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,0.5,3,3,NONE,1,NONE,0.0,0.0
26705,22101,Paleozoic Pikaia,"Discard 1 Paleozoic card, then draw 2 cards. Once per Chain, when a Trap Card is activated while this card is in your Graveyard: Special Summon this card as a Normal Monster (Aqua-Type/WATER/Level 2/ATK 1200/DEF 0). (This card is NOT treated as a Trap Card.) If Summoned this way, this card is unaffected by monster effects, also banish it when it leaves the field.",C Common,0.0,4,3,NONE,1,NONE,0.0,0.0
